idx,domain,context,skill,span,time
490,social,Sentence-level,"['Style Register', 'Participant Focus', 'Relational Address']",,25.773
491,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,14.962
492,social,Sentence-level,"['Idea Development', 'Style Register', 'Relational Address']",,140.304
493,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,10.854
494,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,154.325
495,social,Local,"['Information Density', 'Style Register', 'Relational Address']",,12.938
496,social,Local,"['Style Register', 'Participant Focus', 'Relational Address']",,16.924
497,social,Sentence-level,"['Style Register', 'Participant Focus', 'Relational Address']",,14.329
498,social,Sentence-level,"['Style Register', 'Modality and Attitude', 'Relational Address']",,19.391
499,social,Sentence-level,"['Style Register', 'Modality and Attitude', 'Relational Address']",,11.066
500,social,Local,"['Style Register', 'Participant Focus', 'Relational Address']",,25.514
501,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,33.107
502,social,Sentence-level,"['Style Register', 'Modality and Attitude', 'Relational Address']",,6.107
503,social,Local,"['Style Register', 'Participant Focus', 'Relational Address']","[{""start"":13,""end"":46,""text"":""hallway floor, all the skirtings."",""labels"":[""need context""]}]",26.726
504,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,12.065
505,social,Sentence-level,"['Style Register', 'Participant Focus', 'Relational Address']",,12.81
506,social,Universal,"['Terminology Control', 'Style Register', 'Relational Address']","[{""start"":0,""end"":7,""text"":""Hallway"",""labels"":[""need context""]}]",10.228
507,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,6.288
508,social,Local,"['Terminology Control', 'Style Register', 'Relational Address']","[{""start"":26,""end"":33,""text"":""Thing 1"",""labels"":[""need context""]}]",19.391
509,social,Local,"['Style Register', 'Reference Consistency', 'Relational Address']",,16.63
510,social,Local,"['Style Register', 'Reference Consistency', 'Relational Address']",,17.787
511,social,Local,"['Style Register', 'Reference Consistency', 'Relational Address']","[{""start"":0,""end"":5,""text"":""redid"",""labels"":[""need context""]}]",11.579
512,social,Universal,"['Terminology Control', 'Style Register', 'Relational Address']","[{""start"":21,""end"":45,""text"":""kneadatite (green stuff)"",""labels"":[""need context""]}]",53.053
513,social,Universal,"['Idea Development', 'Terminology Control', 'Modality and Attitude']","[{""start"":49,""end"":52,""text"":""M&M"",""labels"":[""need context""]}]",15.199
514,social,Local,"['Style Register', 'Participant Focus', 'Relational Address']",,15.335
515,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,22.696
516,social,Sentence-level,"['Style Register', 'Modality and Attitude', 'Relational Address']",,16.77
517,literary,Sentence-level,"['Idea Development', 'Reference Consistency', 'Modality and Attitude']",,17.843
518,literary,Local,"['Idea Development', 'Reference Consistency', 'Modality and Attitude']","[{""start"":12,""end"":14,""text"":""he"",""labels"":[""need context""]}]",21.892
519,literary,Sentence-level,"['Idea Development', 'Reference Consistency', 'Modality and Attitude']",,13.392
520,literary,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,7.098
521,literary,Local,"['Style Register', 'Reference Consistency', 'Modality and Attitude']","[{""start"":1,""end"":14,""text"":""My own flight"",""labels"":[""need context""]}]",40.824
522,literary,Sentence-level,"['Style Register', 'Reference Consistency', 'Modality and Attitude']",,12.929
523,literary,Sentence-level,"['Idea Development', 'Reference Consistency', 'Modality and Attitude']",,17.381
524,literary,Sentence-level,"['Idea Development', 'Reference Consistency', 'Modality and Attitude']",,11.54
525,literary,Local,"['Style Register', 'Modality and Attitude', 'Relational Address']",,10.927
526,literary,Local,"['Style Register', 'Reference Consistency', 'Relational Address']",,17.444
527,literary,Sentence-level,"['Idea Development', 'Reference Consistency', 'Modality and Attitude']",,8.417
528,literary,Sentence-level,"['Idea Development', 'Reference Consistency', 'Modality and Attitude']",,12.085
529,literary,Local,"['Style Register', 'Reference Consistency', 'Modality and Attitude']","[{""start"":13,""end"":40,""text"":""our big, strong, fighty guy"",""labels"":[""need context""]}]",24.602
530,literary,Sentence-level,"['Style Register', 'Reference Consistency', 'Modality and Attitude']",,25.008
531,literary,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,19.727
532,literary,Sentence-level,"['Reference Consistency', 'Logical Connectivity', 'Modality and Attitude']",,13.863
533,literary,Sentence-level,"['Reference Consistency', 'Participant Focus', 'Modality and Attitude']",,17.746
534,literary,Sentence-level,"['Idea Development', 'Reference Consistency', 'Modality and Attitude']",,7.134
535,literary,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,11.646
536,news,Sentence-level,"['Idea Development', 'Reference Consistency', 'Modality and Attitude']",,29.238
537,news,Sentence-level,"['Terminology Control', 'Participant Focus', 'Modality and Attitude']",,23.067
538,news,Sentence-level,"['Terminology Control', 'Participant Focus', 'Modality and Attitude']",,8.349
539,news,Sentence-level,"['Terminology Control', 'Participant Focus', 'Modality and Attitude']",,8.856
540,news,Sentence-level,"['Idea Development', 'Terminology Control', 'Modality and Attitude']",,14.742
541,news,Sentence-level,"['Information Density', 'Idea Development', 'Modality and Attitude']",,11.025
542,news,Sentence-level,"['Information Density', 'Idea Development', 'Modality and Attitude']",,72.904
543,news,Sentence-level,"['Idea Development', 'Participant Focus', 'Modality and Attitude']",,9.74
544,news,Sentence-level,"['Information Density', 'Participant Focus', 'Modality and Attitude']",,19.14
545,news,Sentence-level,"['Terminology Control', 'Participant Focus', 'Modality and Attitude']",,9.104
546,news,Sentence-level,"['Reference Consistency', 'Participant Focus', 'Modality and Attitude']",,11.575
547,news,Sentence-level,"['Terminology Control', 'Participant Focus', 'Modality and Attitude']",,21.34
548,news,Local,"['Idea Development', 'Participant Focus', 'Modality and Attitude']",,9.102
549,news,Universal,"['Terminology Control', 'Participant Focus', 'Modality and Attitude']","[{""start"":58,""end"":61,""text"":""CBD"",""labels"":[""need context""]}]",30.671
550,news,Local,"['Reference Consistency', 'Participant Focus', 'Modality and Attitude']",,23.21
551,news,Sentence-level,"['Information Density', 'Participant Focus', 'Modality and Attitude']",,104.081
552,news,Sentence-level,"['Information Density', 'Idea Development', 'Modality and Attitude']",,21.647
553,news,Local,"['Idea Development', 'Reference Consistency', 'Modality and Attitude']","[{""start"":0,""end"":19,""text"":""Our planning system"",""labels"":[""need context""]}]",42.233
554,news,Sentence-level,"['Information Density', 'Reference Consistency', 'Modality and Attitude']",,22.183
555,news,Universal,"['Reference Consistency', 'Participant Focus', 'Modality and Attitude']","[{""start"":37,""end"":40,""text"":""NSW"",""labels"":[""need context""]}]",15.833
556,news,Sentence-level,"['Idea Development', 'Participant Focus', 'Modality and Attitude']",,23.875
557,news,Sentence-level,"['Information Density', 'Logical Connectivity', 'Modality and Attitude']",,26.136
558,news,Sentence-level,"['Information Density', 'Participant Focus', 'Modality and Attitude']",,32.488
559,news,Universal,"['Terminology Control', 'Participant Focus', 'Modality and Attitude']","[{""start"":26,""end"":29,""text"":""NSW"",""labels"":[""need context""]}]",12.231
560,news,Sentence-level,"['Terminology Control', 'Reference Consistency', 'Modality and Attitude']",,13.628
561,news,Local,"['Idea Development', 'Participant Focus', 'Modality and Attitude']",,25.088
562,news,Sentence-level,"['Terminology Control', 'Participant Focus', 'Modality and Attitude']",,11.524
563,news,Universal,"['Terminology Control', 'Reference Consistency', 'Modality and Attitude']","[{""start"":4,""end"":19,""text"":""the World Bank "",""labels"":[""need context""]}]",16.613
564,news,Sentence-level,"['Terminology Control', 'Participant Focus', 'Modality and Attitude']",,11.735
565,news,Sentence-level,"['Information Density', 'Reference Consistency', 'Modality and Attitude']",,20.275
566,news,Sentence-level,"['Information Density', 'Style Register', 'Logical Connectivity']",,22.06
567,news,Local,"['Information Density', 'Reference Consistency', 'Modality and Attitude']","[{""start"":1,""end"":25,""text"":""Positive gender outcomes"",""labels"":[""need context""]}]",25.737
568,news,Sentence-level,"['Idea Development', 'Participant Focus', 'Modality and Attitude']",,10.006
569,news,Local,"['Reference Consistency', 'Participant Focus', 'Modality and Attitude']","[{""start"":37,""end"":69,""text"":""female agency can move mountains"",""labels"":[""need context""]}]",35.143
570,news,Sentence-level,"['Reference Consistency', 'Participant Focus', 'Modality and Attitude']",,47.756
571,news,Sentence-level,"['Information Density', 'Participant Focus', 'Modality and Attitude']",,46.854
572,news,Sentence-level,"['Information Density', 'Participant Focus', 'Modality and Attitude']",,28.176
573,news,Sentence-level,"['Terminology Control', 'Reference Consistency', 'Modality and Attitude']",,35.89
574,news,Universal,"['Reference Consistency', 'Participant Focus', 'Modality and Attitude']","[{""start"":8,""end"":16,""text"":""Le Monde"",""labels"":[""need context""]},{""start"":0,""end"":2,""text"":""He"",""labels"":[""need context""]},{""start"":22,""end"":24,""text"":""he"",""labels"":[""need context""]}]",42.473
575,news,Sentence-level,"['Idea Development', 'Terminology Control', 'Modality and Attitude']",,45.743
576,news,Sentence-level,"['Information Density', 'Participant Focus', 'Modality and Attitude']",,21.004
577,news,Local,"['Style Register', 'Reference Consistency', 'Modality and Attitude']","[{""start"":0,""end"":3,""text"":""Its"",""labels"":[""need context""]}]",22.793
578,news,Local,"['Idea Development', 'Participant Focus', 'Modality and Attitude']",,27.888
579,news,Sentence-level,"['Information Density', 'Participant Focus', 'Modality and Attitude']",,13.667
580,news,Local,"['Reference Consistency', 'Participant Focus', 'Modality and Attitude']","[{""start"":0,""end"":8,""text"":""The bank"",""labels"":[""need context""]}]",20.721
581,news,Sentence-level,"['Idea Development', 'Participant Focus', 'Modality and Attitude']",,17.823
582,news,Sentence-level,"['Style Register', 'Modality and Attitude', 'Relational Address']",,15.245
583,news,Sentence-level,"['Idea Development', 'Style Register', 'Relational Address']",,10.328
584,news,Universal,"['Terminology Control', 'Reference Consistency', 'Modality and Attitude']","[{""start"":0,""end"":14,""text"":""The World Bank"",""labels"":[""need context""]},{""start"":31,""end"":43,""text"":""that message"",""labels"":[""need context""]}]",17.271
585,news,Sentence-level,"['Information Density', 'Terminology Control', 'Modality and Attitude']",,24.497
586,news,Universal,"['Terminology Control', 'Participant Focus', 'Modality and Attitude']","[{""start"":244,""end"":256,""text"":""N585 million"",""labels"":[""need context""]}]",15.231
587,news,Universal,"['Terminology Control', 'Reference Consistency', 'Modality and Attitude']","[{""start"":202,""end"":214,""text"":""N585 million"",""labels"":[""need context""]}]",10.353
588,news,Sentence-level,"['Terminology Control', 'Reference Consistency', 'Modality and Attitude']",,21.164
589,news,Local,"['Reference Consistency', 'Participant Focus', 'Modality and Attitude']","[{""start"":22,""end"":25,""text"":""Edu"",""labels"":[""need context""]}]",21.878
590,news,Sentence-level,"['Terminology Control', 'Reference Consistency', 'Modality and Attitude']",,19.237
591,news,Sentence-level,"['Information Density', 'Terminology Control', 'Modality and Attitude']",,17.451
592,news,Local,"['Style Register', 'Reference Consistency', 'Relational Address']","[{""start"":0,""end"":2,""text"":""It"",""labels"":[""need context""]}]",15.522
593,news,Universal,"['Terminology Control', 'Reference Consistency', 'Modality and Attitude']","[{""start"":21,""end"":36,""text"":""Ventures Africa"",""labels"":[""need context""]}]",24.61
594,news,Sentence-level,"['Terminology Control', 'Logical Connectivity', 'Modality and Attitude']",,114.684
595,news,Local,"['Reference Consistency', 'Participant Focus', 'Modality and Attitude']","[{""start"":0,""end"":2,""text"":""It"",""labels"":[""need context""]}]",34.529
596,news,Sentence-level,"['Reference Consistency', 'Logical Connectivity', 'Modality and Attitude']",,14.227
597,news,Sentence-level,"['Reference Consistency', 'Logical Connectivity', 'Modality and Attitude']",,27.435
598,news,Universal,"['Terminology Control', 'Logical Connectivity', 'Modality and Attitude']","[{""start"":5,""end"":12,""text"":""Twitter"",""labels"":[""need context""]}]",15.328
599,news,Universal,"['Terminology Control', 'Reference Consistency', 'Modality and Attitude']","[{""start"":41,""end"":48,""text"":""Twitter"",""labels"":[""need context""]},{""start"":164,""end"":187,""text"":""the suspended minister."",""labels"":[""need context""]}]",17.993
600,news,Local,"['Information Density', 'Reference Consistency', 'Modality and Attitude']","[{""start"":18,""end"":30,""text"":""the minister"",""labels"":[""need context""]},{""start"":0,""end"":3,""text"":""She"",""labels"":[""need context""]}]",22.315
601,news,Local,"['Idea Development', 'Reference Consistency', 'Modality and Attitude']","[{""start"":9,""end"":31,""text"":""these expert arguments"",""labels"":[""need context""]}]",44.986
602,news,Universal,"['Terminology Control', 'Reference Consistency', 'Modality and Attitude']","[{""start"":69,""end"":78,""text"":""Betta Edu"",""labels"":[""need context""]}]",24.845
603,social,Sentence-level,"['Information Density', 'Style Register', 'Logical Connectivity']",,26.567
604,social,Sentence-level,"['Terminology Control', 'Reference Consistency', 'Modality and Attitude']",,37.246
605,social,Sentence-level,"['Style Register', 'Logical Connectivity', 'Modality and Attitude']",,20.584
606,social,Sentence-level,"['Style Register', 'Modality and Attitude', 'Relational Address']",,13.546
607,social,Local,"['Style Register', 'Reference Consistency', 'Relational Address']",,20.802
608,social,Sentence-level,"['Style Register', 'Logical Connectivity', 'Modality and Attitude']",,119.713
609,social,Local,"['Style Register', 'Reference Consistency', 'Relational Address']","[{""start"":9,""end"":18,""text"":""every set"",""labels"":[""need context""]}]",16.235
610,social,Universal,"['Terminology Control', 'Style Register', 'Reference Consistency']","[{""start"":134,""end"":140,""text"":""GI Joe"",""labels"":[""need context""]},{""start"":150,""end"":163,""text"":""Traansformers"",""labels"":[""need context""]}]",27.458
611,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']","[{""start"":34,""end"":39,""text"":""Berry"",""labels"":[""need context""]}]",15.966
612,social,Local,"['Style Register', 'Reference Consistency', 'Relational Address']","[{""start"":32,""end"":35,""text"":""one"",""labels"":[""need context""]}]",9.856
613,social,Sentence-level,"['Style Register', 'Participant Focus', 'Relational Address']",,9.792
614,social,Local,"['Idea Development', 'Style Register', 'Relational Address']",,13.066
615,social,Local,"['Style Register', 'Reference Consistency', 'Relational Address']","[{""start"":56,""end"":59,""text"":""one"",""labels"":[""need context""]}]",53.368
616,social,Local,"['Style Register', 'Reference Consistency', 'Relational Address']","[{""start"":27,""end"":31,""text"":""this"",""labels"":[""need context""]},{""start"":73,""end"":87,""text"":""the second one"",""labels"":[""need context""]}]",29.493
617,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,9.434
618,social,Sentence-level,"['Idea Development', 'Style Register', 'Reference Consistency']",,48.934
619,social,Sentence-level,"['Style Register', 'Participant Focus', 'Relational Address']",,22.333
620,social,Local,"['Style Register', 'Reference Consistency', 'Relational Address']","[{""start"":0,""end"":13,""text"":""The other one"",""labels"":[""need context""]}]",12.937
621,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,9.527
622,social,Local,"['Style Register', 'Reference Consistency', 'Participant Focus']","[{""start"":13,""end"":15,""text"":""It"",""labels"":[""need context""]}]",31.463
623,social,Sentence-level,"['Style Register', 'Participant Focus', 'Relational Address']",,8.855
624,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,5.942
625,social,Sentence-level,"['Style Register', 'Modality and Attitude', 'Relational Address']",,6.543
626,social,Universal,"['Terminology Control', 'Style Register', 'Relational Address']","[{""start"":27,""end"":32,""text"":""ESP32"",""labels"":[""need context""]},{""start"":81,""end"":87,""text"":""IR-LED"",""labels"":[""need context""]},{""start"":102,""end"":115,""text"":""Raspberry Pi "",""labels"":[""need context""]}]",21.599
627,social,Sentence-level,"['Style Register', 'Participant Focus', 'Relational Address']",,7.86
628,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,9.28
629,social,Sentence-level,"['Idea Development', 'Style Register', 'Relational Address']",,14.994
630,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,11.518
631,social,Sentence-level,"['Style Register', 'Participant Focus', 'Relational Address']",,15.383
632,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,7.866
633,social,Local,"['Terminology Control', 'Style Register', 'Relational Address']","[{""start"":12,""end"":21,""text"":""a feature"",""labels"":[""need context""]}]",51.757
634,social,Sentence-level,"['Idea Development', 'Style Register', 'Relational Address']",,5.496
635,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,8.925
636,social,Local,"['Style Register', 'Reference Consistency', 'Relational Address']","[{""start"":73,""end"":75,""text"":""it"",""labels"":[""need context""]}]",15.322
637,social,Local,"['Style Register', 'Reference Consistency', 'Relational Address']","[{""start"":4,""end"":16,""text"":""the new ones"",""labels"":[""need context""]}]",16.242
638,social,Universal,"['Terminology Control', 'Style Register', 'Logical Connectivity']","[{""start"":61,""end"":75,""text"":""TP-Link cpe210"",""labels"":[""need context""]}]",73.388
639,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Logical Connectivity']",,19.873
640,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,13.264
641,social,Sentence-level,"['Idea Development', 'Style Register', 'Relational Address']",,10.052
642,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,8.629
643,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,45.104
644,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,8.328
645,social,Sentence-level,"['Style Register', 'Modality and Attitude', 'Relational Address']",,97.179
646,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,9.402
647,social,Sentence-level,"['Style Register', 'Participant Focus', 'Relational Address']",,8.969
648,social,Sentence-level,"['Style Register', 'Participant Focus', 'Relational Address']",,8.804
649,social,Sentence-level,"['Idea Development', 'Style Register', 'Relational Address']",,11.642
650,social,Local,"['Idea Development', 'Style Register', 'Relational Address']",,7.745
651,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,38.26
652,social,Extended,"['Style Register', 'Logical Connectivity', 'Relational Address']","[{""start"":82,""end"":85,""text"":""PCB"",""labels"":[""need context""]}]",29.94
653,social,Local,"['Style Register', 'Participant Focus', 'Relational Address']",,7.896
654,social,Local,"['Style Register', 'Reference Consistency', 'Relational Address']","[{""start"":7,""end"":9,""text"":""it"",""labels"":[""need context""]}]",11.392
655,social,Sentence-level,"['Information Density', 'Participant Focus', 'Modality and Attitude']",,51.648
656,social,Local,"['Style Register', 'Reference Consistency', 'Relational Address']","[{""start"":46,""end"":58,""text"":""it does(n't)"",""labels"":[""need context""]}]",12.527
657,social,Sentence-level,"['Style Register', 'Participant Focus', 'Relational Address']",,29.08
658,social,Universal,"['Terminology Control', 'Style Register', 'Relational Address']","[{""start"":85,""end"":88,""text"":""GND"",""labels"":[""need context""]}]",11.913
659,social,Local,"['Style Register', 'Participant Focus', 'Relational Address']",,14.333
660,social,Universal,"['Idea Development', 'Reference Consistency', 'Relational Address']","[{""start"":4,""end"":7,""text"":""ESP"",""labels"":[""need context""]}]",14.551
661,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,6.179
662,social,Universal,"['Terminology Control', 'Style Register', 'Relational Address']","[{""start"":46,""end"":54,""text"":""Tasmotas"",""labels"":[""need context""]}]",49.561
663,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,7.339
664,social,Local,"['Style Register', 'Participant Focus', 'Relational Address']","[{""start"":40,""end"":54,""text"":""does the trick"",""labels"":[""need context""]}]",25.554
665,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,14.761
666,social,Sentence-level,"['Terminology Control', 'Style Register', 'Relational Address']",,9.531
667,social,Sentence-level,"['Idea Development', 'Style Register', 'Relational Address']",,14.916
668,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,18.175
669,social,Universal,"['Terminology Control', 'Style Register', 'Relational Address']","[{""start"":13,""end"":19,""text"":""Amazon"",""labels"":[""need context""]}]",35.682
670,social,Local,"['Style Register', 'Reference Consistency', 'Relational Address']","[{""start"":88,""end"":95,""text"":""listing"",""labels"":[""need context""]}]",30.963
671,social,Sentence-level,"['Style Register', 'Modality and Attitude', 'Relational Address']",,11.412
672,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,14.377
673,social,Extended,"['Terminology Control', 'Style Register', 'Reference Consistency']","[{""start"":25,""end"":32,""text"":""Listing"",""labels"":[""need context""]}]",35.071
674,social,Sentence-level,"['Idea Development', 'Style Register', 'Relational Address']",,9.206
675,social,Local,"['Reference Consistency', 'Relational Address', 'Relational Address']","[{""start"":11,""end"":20,""text"":""the thing"",""labels"":[""need context""]}]",27.31
676,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,10.317
677,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,7.105
678,social,Sentence-level,"['Style Register', 'Participant Focus', 'Relational Address']",,7.91
679,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,8.223
680,social,Sentence-level,"['Idea Development', 'Style Register', 'Relational Address']",,5.454
681,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,8.297
682,social,Sentence-level,"['Style Register', 'Logical Connectivity', 'Relational Address']",,9.048
683,social,Sentence-level,"['Information Density', 'Style Register', 'Relational Address']",,34.237
684,social,Sentence-level,"['Idea Development', 'Style Register', 'Relational Address']",,95.409
685,social,Sentence-level,"['Idea Development', 'Style Register', 'Relational Address']",,5.918
686,social,Local,"['Style Register', 'Reference Consistency', 'Relational Address']","[{""start"":3,""end"":7,""text"":""they"",""labels"":[""need context""]},{""start"":40,""end"":44,""text"":""them"",""labels"":[""need context""]}]",15.642
687,social,Sentence-level,"['Terminology Control', 'Participant Focus', 'Logical Connectivity']",,13.745
688,social,Sentence-level,"['Style Register', 'Participant Focus', 'Relational Address']",,6.962
689,social,Universal,"['Terminology Control', 'Style Register', 'Relational Address']","[{""start"":5,""end"":14,""text"":""Matt Gray"",""labels"":[""need context""]}]",45.192
690,social,Universal,"['Terminology Control', 'Style Register', 'Relational Address']","[{""start"":37,""end"":57,""text"":""Haringey Green Lanes"",""labels"":[""need context""]},{""start"":22,""end"":31,""text"":""Sainsbury"",""labels"":[""need context""]}]",21.083
691,social,Local,"['Style Register', 'Reference Consistency', 'Relational Address']","[{""start"":34,""end"":38,""text"":""them"",""labels"":[""need context""]}]",9.431
692,social,Sentence-level,"['Style Register', 'Participant Focus', 'Relational Address']",,11.236
693,social,Local,"['Style Register', 'Reference Consistency', 'Relational Address']","[{""start"":3,""end"":7,""text"":""they"",""labels"":[""need context""]},{""start"":39,""end"":48,""text"":""the staff"",""labels"":[""need context""]},{""start"":59,""end"":63,""text"":""them"",""labels"":[""need context""]}]",21.977
694,social,Sentence-level,"['Style Register', 'Participant Focus', 'Relational Address']",,7.051
695,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,10.078
696,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,11.574
697,social,Local,"['Style Register', 'Reference Consistency', 'Relational Address']","[{""start"":26,""end"":30,""text"":""them"",""labels"":[""need context""]}]",12.164
698,social,Sentence-level,"['Style Register', 'Participant Focus', 'Relational Address']",,14.711
699,social,Universal,"['Idea Development', 'Terminology Control', 'Relational Address']","[{""start"":8,""end"":25,""text"":""Superbooth Berlin"",""labels"":[""need context""]}]",25.648
700,social,Sentence-level,"['Style Register', 'Modality and Attitude', 'Relational Address']",,13.422
701,social,Sentence-level,"['Idea Development', 'Style Register', 'Relational Address']",,46.375
702,social,Sentence-level,"['Style Register', 'Logical Connectivity', 'Relational Address']",,23.742
703,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,9.18
704,social,Sentence-level,"['Style Register', 'Participant Focus', 'Relational Address']",,81.999
705,social,Local,"['Style Register', 'Reference Consistency', 'Relational Address']",,12.384
706,social,Local,"['Style Register', 'Reference Consistency', 'Relational Address']","[{""start"":61,""end"":65,""text"":""them"",""labels"":[""need context""]}]",14.185
707,social,Sentence-level,"['Style Register', 'Logical Connectivity', 'Relational Address']",,7.066
708,social,Sentence-level,"['Idea Development', 'Style Register', 'Relational Address']",,8.012
709,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,9.593
710,social,Sentence-level,"['Style Register', 'Participant Focus', 'Relational Address']",,13.696
711,social,Universal,"['Idea Development', 'Terminology Control', 'Style Register']","[{""start"":17,""end"":29,""text"":""Hugging Face"",""labels"":[""need context""]},{""start"":33,""end"":42,""text"":""The Stack"",""labels"":[""need context""]}]",31.878
712,social,Universal,"['Terminology Control', 'Style Register', 'Relational Address']","[{""start"":28,""end"":32,""text"":""GDPR"",""labels"":[""need context""]}]",10.393
713,social,Extended,"['Style Register', 'Reference Consistency', 'Relational Address']","[{""start"":55,""end"":60,""text"":""repos"",""labels"":[""need context""]}]",35.4
714,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,364.192
715,social,Extended,"['Style Register', 'Reference Consistency', 'Relational Address']","[{""start"":22,""end"":27,""text"":""repos"",""labels"":[""need context""]}]",13.404
716,social,Extended,"['Terminology Control', 'Reference Consistency', 'Logical Connectivity']","[{""start"":116,""end"":120,""text"":""repo"",""labels"":[""need context""]},{""start"":41,""end"":43,""text"":""it"",""labels"":[""need context""]}]",30.048
717,social,Sentence-level,"['Idea Development', 'Style Register', 'Relational Address']",,9.958
718,social,Sentence-level,"['Style Register', 'Participant Focus', 'Relational Address']",,46.752
719,social,Sentence-level,"['Style Register', 'Participant Focus', 'Relational Address']",,11.283
720,social,Sentence-level,"['Idea Development', 'Style Register', 'Relational Address']",,11.064
721,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,17.902
722,social,Sentence-level,"['Style Register', 'Logical Connectivity', 'Relational Address']",,23.385
723,social,Local,"['Style Register', 'Reference Consistency', 'Relational Address']","[{""start"":35,""end"":46,""text"":""a new crown"",""labels"":[""need context""]}]",24.287
724,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,11.907
725,social,Sentence-level,"['Style Register', 'Logical Connectivity', 'Relational Address']",,35.198
726,social,Extended,"['Terminology Control', 'Style Register', 'Relational Address']","[{""start"":58,""end"":75,""text"":""Stumpy’s crowning"",""labels"":[""need context""]}]",33.759
727,social,Local,"['Terminology Control', 'Style Register', 'Relational Address']","[{""start"":16,""end"":23,""text"":""crowned"",""labels"":[""need context""]}]",9.644
728,social,Local,"['Style Register', 'Reference Consistency', 'Relational Address']","[{""start"":9,""end"":20,""text"":""King Stumpy"",""labels"":[""need context""]}]",17.204
729,social,Sentence-level,"['Idea Development', 'Style Register', 'Relational Address']",,12.752
730,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,7.429
731,social,Sentence-level,"['Style Register', 'Participant Focus', 'Relational Address']",,15.996
732,social,Sentence-level,"['Idea Development', 'Style Register', 'Relational Address']",,9.422
733,social,Local,"['Style Register', 'Participant Focus', 'Relational Address']",,18.393
734,social,Sentence-level,"['Style Register', 'Modality and Attitude', 'Relational Address']",,6.916
735,social,Extended,"['Terminology Control', 'Style Register', 'Relational Address']",,30.076
736,social,Local,"['Style Register', 'Reference Consistency', 'Relational Address']","[{""start"":12,""end"":16,""text"":""that"",""labels"":[""need context""]}]",8.075
737,social,Local,"['Style Register', 'Reference Consistency', 'Relational Address']",,7.473
738,social,Local,"['Style Register', 'Participant Focus', 'Relational Address']",,13.265
739,social,Extended,"['Terminology Control', 'Style Register', 'Relational Address']","[{""start"":4,""end"":9,""text"":""$sqqq"",""labels"":[""need context""]},{""start"":10,""end"":13,""text"":""lfg"",""labels"":[""need context""]},{""start"":14,""end"":19,""text"":""$tslq"",""labels"":[""need context""]}]",22.33
740,social,Extended,"['Terminology Control', 'Style Register', 'Relational Address']","[{""start"":8,""end"":11,""text"":""nok"",""labels"":[""need context""]}]",35.372
