idx,domain,context,skill,span,time
469,social,Local,"['Idea Development', 'Style Register', 'Reference Consistency']","[{""start"":28,""end"":32,""text"":""this"",""labels"":[""need context""]},{""start"":46,""end"":54,""text"":""tailwind"",""labels"":[""need context""]}]",19.536
470,social,Universal,"['Terminology Control', 'Style Register', 'Relational Address']","[{""start"":40,""end"":43,""text"":""css"",""labels"":[""need context""]}]",8.687
471,social,Local,"['Style Register', 'Reference Consistency', 'Relational Address']","[{""start"":29,""end"":44,""text"":"" it or anything"",""labels"":[""need context""]}]",9.815
472,social,Sentence-level,"['Style Register', 'Participant Focus', 'Relational Address']",,9.413
473,social,Local,"['Style Register', 'Reference Consistency', 'Relational Address']","[{""start"":56,""end"":65,""text"":""libraries"",""labels"":[""need context""]}]",11.939
474,social,Local,"['Style Register', 'Participant Focus', 'Relational Address']","[{""start"":23,""end"":44,""text"":""padding on paragraphs"",""labels"":[""need context""]}]",27.496
475,social,Sentence-level,"['Style Register', 'Modality and Attitude', 'Relational Address']",,5.66
476,social,Universal,"['Terminology Control', 'Style Register', 'Relational Address']","[{""start"":14,""end"":23,""text"":""Bootstrap"",""labels"":[""need context""]}]",6.88
477,social,Extended,"['Terminology Control', 'Style Register', 'Relational Address']",,55.005
478,social,Local,"['Style Register', 'Reference Consistency', 'Relational Address']","[{""start"":26,""end"":29,""text"":""our"",""labels"":[""need context""]}]",13.414
479,social,Local,"['Style Register', 'Reference Consistency', 'Relational Address']","[{""start"":78,""end"":80,""text"":""it"",""labels"":[""need context""]}]",38.583
480,social,Sentence-level,"['Style Register', 'Modality and Attitude', 'Relational Address']",,9.111
481,social,Local,"['Idea Development', 'Style Register', 'Reference Consistency']",,28.488
482,social,Local,"['Style Register', 'Modality and Attitude', 'Relational Address']",,17.323
483,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,9.163
484,social,Local,"['Idea Development', 'Style Register', 'Relational Address']",,14.195
485,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,10.589
486,social,Sentence-level,"['Style Register', 'Modality and Attitude', 'Relational Address']",,6.475
487,social,Local,"['Style Register', 'Reference Consistency', 'Relational Address']",,10.867
488,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,23.429
489,social,Sentence-level,"['Style Register', 'Modality and Attitude', 'Relational Address']",,8.237
490,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,20.696
491,social,Sentence-level,"['Style Register', 'Participant Focus', 'Relational Address']",,9.636
492,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,26.02
493,social,Sentence-level,"['Style Register', 'Modality and Attitude', 'Relational Address']",,22.115
494,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,7.362
495,social,Sentence-level,"['Style Register', 'Logical Connectivity', 'Relational Address']",,66.186
496,social,Sentence-level,"['Idea Development', 'Style Register', 'Relational Address']",,21.138
497,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,4.165
498,social,Sentence-level,"['Style Register', 'Logical Connectivity', 'Relational Address']",,65.988
499,social,Sentence-level,"['Style Register', 'Modality and Attitude', 'Relational Address']",,25.034
500,social,Local,"['Style Register', 'Reference Consistency', 'Relational Address']",,8.381
501,social,Sentence-level,"['Style Register', 'Participant Focus', 'Relational Address']",,10.957
502,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,10.688
503,social,Sentence-level,"['Idea Development', 'Style Register', 'Relational Address']",,5.341
504,social,Sentence-level,"['Style Register', 'Modality and Attitude', 'Relational Address']",,14.474
505,social,Sentence-level,"['Idea Development', 'Style Register', 'Relational Address']",,27.984
506,social,Universal,"['Terminology Control', 'Style Register', 'Reference Consistency']","[{""start"":0,""end"":7,""text"":""Hallway"",""labels"":[""need context""]}]",32.664
507,social,Sentence-level,"['Style Register', 'Modality and Attitude', 'Relational Address']",,8.951
508,social,Local,"['Terminology Control', 'Style Register', 'Logical Connectivity']","[{""start"":26,""end"":33,""text"":""Thing 1"",""labels"":[""need context""]}]",21.22
509,social,Sentence-level,"['Style Register', 'Logical Connectivity', 'Relational Address']",,16.485
510,social,Sentence-level,"['Style Register', 'Modality and Attitude', 'Relational Address']",,12.009
511,social,Local,"['Style Register', 'Reference Consistency', 'Relational Address']","[{""start"":0,""end"":5,""text"":""redid"",""labels"":[""need context""]}]",8.415
512,social,Sentence-level,"['Style Register', 'Logical Connectivity', 'Relational Address']",,10.818
513,social,Universal,"['Terminology Control', 'Style Register', 'Relational Address']","[{""start"":49,""end"":52,""text"":""M&M"",""labels"":[""need context""]}]",13.011
514,social,Local,"['Style Register', 'Modality and Attitude', 'Relational Address']",,10.802
515,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,10.188
516,social,Sentence-level,"['Style Register', 'Modality and Attitude', 'Relational Address']",,9.024
517,literary,Sentence-level,"['Reference Consistency', 'Logical Connectivity', 'Modality and Attitude']",,31.008
518,literary,Sentence-level,"['Reference Consistency', 'Logical Connectivity', 'Modality and Attitude']",,20.309
519,literary,Local,"['Reference Consistency', 'Modality and Attitude', 'Relational Address']","[{""start"":24,""end"":26,""text"":""he"",""labels"":[""need context""]},{""start"":45,""end"":48,""text"":""his"",""labels"":[""need context""]}]",16.096
520,literary,Extended,"['Terminology Control', 'Modality and Attitude', 'Relational Address']","[{""start"":44,""end"":50,""text"":""Thraki"",""labels"":[""need context""]}]",22.882
521,literary,Sentence-level,"['Participant Focus', 'Modality and Attitude', 'Relational Address']",,31.966
522,literary,Sentence-level,"['Reference Consistency', 'Modality and Attitude', 'Relational Address']",,19.19
523,literary,Sentence-level,"['Reference Consistency', 'Logical Connectivity', 'Modality and Attitude']",,26.167
524,literary,Sentence-level,"['Idea Development', 'Reference Consistency', 'Modality and Attitude']",,28.637
525,literary,Local,"['Idea Development', 'Reference Consistency', 'Modality and Attitude']",,37.802
526,literary,Sentence-level,"['Reference Consistency', 'Modality and Attitude', 'Relational Address']",,19.566
527,literary,Sentence-level,"['Reference Consistency', 'Modality and Attitude', 'Relational Address']",,25.551
528,literary,Sentence-level,"['Style Register', 'Modality and Attitude', 'Relational Address']",,70.801
529,literary,Sentence-level,"['Style Register', 'Reference Consistency', 'Modality and Attitude']",,34.678
530,literary,Local,"['Style Register', 'Reference Consistency', 'Modality and Attitude']","[{""start"":7,""end"":9,""text"":""he"",""labels"":[""need context""]}]",15.606
531,literary,Local,"['Reference Consistency', 'Modality and Attitude', 'Relational Address']","[{""start"":1,""end"":3,""text"":""He"",""labels"":[""need context""]}]",15.75
532,literary,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,26.399
533,literary,Sentence-level,"['Style Register', 'Modality and Attitude', 'Relational Address']",,14.117
534,literary,Sentence-level,"['Participant Focus', 'Modality and Attitude', 'Relational Address']",,13.315
535,literary,Sentence-level,"['Style Register', 'Modality and Attitude', 'Relational Address']",,7.647
536,news,Sentence-level,"['Information Density', 'Terminology Control', 'Modality and Attitude']",,74.648
537,news,Sentence-level,"['Terminology Control', 'Style Register', 'Participant Focus']",,110.398
538,news,Universal,"['Terminology Control', 'Participant Focus', 'Modality and Attitude']",,149.417
539,news,Sentence-level,"['Terminology Control', 'Logical Connectivity', 'Modality and Attitude']",,28.395
540,news,Sentence-level,"['Idea Development', 'Logical Connectivity', 'Modality and Attitude']",,178.886
541,news,Sentence-level,"['Information Density', 'Participant Focus', 'Modality and Attitude']",,59.676
542,news,Sentence-level,"['Information Density', 'Terminology Control', 'Modality and Attitude']",,73.893
543,news,Sentence-level,"['Information Density', 'Idea Development', 'Modality and Attitude']",,35.043
544,news,Sentence-level,"['Information Density', 'Terminology Control', 'Modality and Attitude']",,97.659
545,news,Sentence-level,"['Terminology Control', 'Style Register', 'Modality and Attitude']",,118.759
546,news,Sentence-level,"['Style Register', 'Reference Consistency', 'Modality and Attitude']",,33.159
547,news,Sentence-level,"['Terminology Control', 'Reference Consistency', 'Modality and Attitude']",,17.027
548,news,Sentence-level,"['Idea Development', 'Style Register', 'Modality and Attitude']",,24.226
549,news,Universal,"['Idea Development', 'Terminology Control', 'Participant Focus']","[{""start"":51,""end"":61,""text"":""Sydney CBD"",""labels"":[""need context""]}]",77.35499999999999
550,news,Sentence-level,"['Idea Development', 'Style Register', 'Modality and Attitude']",,84.769
551,news,Local,"['Idea Development', 'Terminology Control', 'Logical Connectivity']","[{""start"":0,""end"":13,""text"":""Inner suburbs"",""labels"":[""need context""]}]",201.756
552,news,Sentence-level,"['Information Density', 'Participant Focus', 'Logical Connectivity']",,73.116
553,news,Local,"['Reference Consistency', 'Participant Focus', 'Modality and Attitude']","[{""start"":0,""end"":19,""text"":""Our planning system"",""labels"":[""need context""]},{""start"":173,""end"":187,""text"":"" their suburbs"",""labels"":[""need context""]}]",142.252
554,news,Sentence-level,"['Information Density', 'Style Register', 'Modality and Attitude']",,97.854
555,news,Universal,"['Terminology Control', 'Reference Consistency', 'Modality and Attitude']","[{""start"":37,""end"":51,""text"":""NSW government"",""labels"":[""need context""]},{""start"":0,""end"":4,""text"":""This"",""labels"":[""need context""]}]",52.855
556,news,Sentence-level,"['Participant Focus', 'Logical Connectivity', 'Modality and Attitude']",,105.632
557,news,Sentence-level,"['Terminology Control', 'Participant Focus', 'Modality and Attitude']",,76.468
558,news,Sentence-level,"['Style Register', 'Reference Consistency', 'Modality and Attitude']",,46.216
559,news,Universal,"['Information Density', 'Terminology Control', 'Modality and Attitude']","[{""start"":26,""end"":29,""text"":""NSW"",""labels"":[""need context""]}]",44.8
560,news,Universal,"['Terminology Control', 'Style Register', 'Participant Focus']","[{""start"":14,""end"":39,""text"":""Urban Taskforce Australia"",""labels"":[""need context""]}]",52.078
561,news,Sentence-level,"['Style Register', 'Modality and Attitude', 'Relational Address']",,24.245
562,news,Universal,"['Terminology Control', 'Style Register', 'Modality and Attitude']","[{""start"":15,""end"":35,""text"":""World Economic Forum"",""labels"":[""need context""]}]",49.097
563,news,Sentence-level,"['Terminology Control', 'Reference Consistency', 'Modality and Attitude']",,24.989
564,news,Sentence-level,"['Information Density', 'Terminology Control', 'Modality and Attitude']",,43.431
565,news,Local,"['Information Density', 'Reference Consistency', 'Modality and Attitude']","[{""start"":0,""end"":8,""text"":""The plan"",""labels"":[""need context""]}]",37.792
566,news,Local,"['Information Density', 'Terminology Control', 'Reference Consistency']","[{""start"":200,""end"":208,""text"":""the plan"",""labels"":[""need context""]}]",75.813
567,news,Local,"['Information Density', 'Participant Focus', 'Modality and Attitude']","[{""start"":1,""end"":25,""text"":""Positive gender outcomes"",""labels"":[""need context""]}]",187.38599999999997
568,news,Sentence-level,"['Information Density', 'Terminology Control', 'Modality and Attitude']",,66.605
569,news,Local,"['Idea Development', 'Style Register', 'Logical Connectivity']","[{""start"":51,""end"":69,""text"":""can move mountains"",""labels"":[""need context""]}]",67.141
570,news,Sentence-level,"['Idea Development', 'Participant Focus', 'Modality and Attitude']",,45.114
571,news,Sentence-level,"['Idea Development', 'Terminology Control', 'Modality and Attitude']",,66.77
572,news,Universal,"['Terminology Control', 'Participant Focus', 'Modality and Attitude']","[{""start"":79,""end"":102,""text"":""harmful rite of passage"",""labels"":[""need context""]}]",88.673
573,news,Universal,"['Information Density', 'Terminology Control', 'Participant Focus']","[{""start"":72,""end"":88,""text"":""Maparasha, Kenya"",""labels"":[""need context""]}]",136.371
574,news,Universal,"['Terminology Control', 'Reference Consistency', 'Participant Focus']","[{""start"":8,""end"":15,""text"":""Le Mond"",""labels"":[""need context""]},{""start"":15,""end"":16,""text"":""e"",""labels"":[""need context""]},{""start"":72,""end"":84,""text"":""the practice"",""labels"":[""need context""]}]",53.744
575,news,Sentence-level,"['Terminology Control', 'Reference Consistency', 'Modality and Attitude']",,14.704
576,news,Sentence-level,"['Terminology Control', 'Participant Focus', 'Modality and Attitude']",,49.101000000000006
577,news,Sentence-level,"['Terminology Control', 'Reference Consistency', 'Modality and Attitude']",,95.13
578,news,Sentence-level,"['Information Density', 'Idea Development', 'Modality and Attitude']",,20.928
579,news,Sentence-level,"['Information Density', 'Terminology Control', 'Modality and Attitude']",,111.72
580,news,Local,"['Terminology Control', 'Reference Consistency', 'Modality and Attitude']","[{""start"":75,""end"":94,""text"":""generational shifts"",""labels"":[""need context""]}]",122.908
581,news,Sentence-level,"['Reference Consistency', 'Participant Focus', 'Modality and Attitude']",,35.705
582,news,Sentence-level,"['Idea Development', 'Terminology Control', 'Style Register']",,97.814
583,news,Sentence-level,"['Idea Development', 'Modality and Attitude', 'Relational Address']",,47.619
584,news,Sentence-level,"['Terminology Control', 'Reference Consistency', 'Modality and Attitude']",,16.569
585,news,Sentence-level,"['Terminology Control', 'Participant Focus', 'Modality and Attitude']",,53.78
586,news,Local,"['Terminology Control', 'Reference Consistency', 'Modality and Attitude']","[{""start"":244,""end"":256,""text"":""N585 million"",""labels"":[""need context""]}]",106.041
587,news,Universal,"['Information Density', 'Terminology Control', 'Participant Focus']","[{""start"":202,""end"":214,""text"":""N585 million"",""labels"":[""need context""]},{""start"":147,""end"":170,""text"":""Accountant-General (AG)"",""labels"":[""need context""]}]",144.30599999999998
588,news,Universal,"['Information Density', 'Terminology Control', 'Participant Focus']","[{""start"":129,""end"":162,""text"":""National Social Investment Office"",""labels"":[""need context""]},{""start"":226,""end"":244,""text"":""Federal Government"",""labels"":[""need context""]},{""start"":47,""end"":50,""text"":""Edu"",""labels"":[""need context""]}]",121.903
589,news,Sentence-level,"['Terminology Control', 'Reference Consistency', 'Modality and Attitude']",,85.678
590,news,Sentence-level,"['Terminology Control', 'Reference Consistency', 'Modality and Attitude']",,37.718
591,news,Universal,"['Terminology Control', 'Participant Focus', 'Modality and Attitude']","[{""start"":29,""end"":80,""text"":""Section 713 of Nigeria's Financial Regulations 2009"",""labels"":[""need context""]}]",146.185
592,news,Local,"['Reference Consistency', 'Logical Connectivity', 'Modality and Attitude']","[{""start"":0,""end"":3,""text"":""It "",""labels"":[""need context""]}]",35.763
593,news,Sentence-level,"['Reference Consistency', 'Participant Focus', 'Modality and Attitude']",,34.273
594,news,Universal,"['Terminology Control', 'Reference Consistency', 'Logical Connectivity']",,70.503
595,news,Sentence-level,"['Style Register', 'Reference Consistency', 'Modality and Attitude']",,226.075
596,news,Sentence-level,"['Idea Development', 'Logical Connectivity', 'Modality and Attitude']",,51.31399999999999
597,news,Sentence-level,"['Reference Consistency', 'Logical Connectivity', 'Modality and Attitude']",,48.92700000000001
598,news,Sentence-level,"['Terminology Control', 'Style Register', 'Modality and Attitude']",,839.584
599,news,Sentence-level,"['Terminology Control', 'Reference Consistency', 'Modality and Attitude']",,53.403000000000006
600,news,Sentence-level,"['Information Density', 'Reference Consistency', 'Modality and Attitude']","[{""start"":0,""end"":3,""text"":""She"",""labels"":[""need context""]}]",46.081
601,news,Sentence-level,"['Terminology Control', 'Reference Consistency', 'Modality and Attitude']",,50.038
602,news,Sentence-level,"['Reference Consistency', 'Logical Connectivity', 'Modality and Attitude']",,35.042
603,social,Sentence-level,"['Style Register', 'Modality and Attitude', 'Relational Address']",,40.217
604,social,Extended,"['Terminology Control', 'Participant Focus', 'Relational Address']","[{""start"":56,""end"":85,""text"":""Warhammer, Gundam, Battletech"",""labels"":[""need context""]}]",76.413
605,social,Local,"['Reference Consistency', 'Modality and Attitude', 'Relational Address']","[{""start"":10,""end"":29,""text"":""these other sources"",""labels"":[""need context""]}]",30.35
606,social,Sentence-level,"['Style Register', 'Modality and Attitude', 'Relational Address']",,30.728
607,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,24.514
608,social,Universal,"['Idea Development', 'Logical Connectivity', 'Relational Address']","[{""start"":26,""end"":51,""text"":""Terry Prachet boots thing"",""labels"":[""need context""]}]",
609,social,Local,"['Style Register', 'Reference Consistency', 'Modality and Attitude']","[{""start"":0,""end"":27,""text"":""but then every set is like "",""labels"":[""need context""]}]",133.79700000000005
610,social,Universal,"['Terminology Control', 'Style Register', 'Reference Consistency']","[{""start"":134,""end"":140,""text"":""GI Joe"",""labels"":[""need context""]},{""start"":150,""end"":163,""text"":""Traansformers"",""labels"":[""need context""]},{""start"":0,""end"":4,""text"":""This"",""labels"":[""need context""]}]",40.543
611,social,Local,"['Style Register', 'Reference Consistency', 'Modality and Attitude']","[{""start"":42,""end"":74,""text"":""3D printed pacifist robot family"",""labels"":[""need context""]}]",123.169
612,social,Local,"['Style Register', 'Reference Consistency', 'Modality and Attitude']","[{""start"":12,""end"":64,""text"":""thats a shout, defo one once I've got some skills in"",""labels"":[""need context""]}]",134.634
613,social,Sentence-level,"['Terminology Control', 'Style Register', 'Relational Address']",,25.571
614,social,Sentence-level,"['Idea Development', 'Style Register', 'Relational Address']",,15.462
615,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,31.06
616,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,26.039
617,social,Sentence-level,"['Idea Development', 'Style Register', 'Modality and Attitude']",,41.983
618,social,Local,"['Idea Development', 'Logical Connectivity', 'Modality and Attitude']",,28.317
619,social,Local,"['Style Register', 'Reference Consistency', 'Relational Address']","[{""start"":35,""end"":37,""text"":""it"",""labels"":[""need context""]}]",47.657
620,social,Local,"['Style Register', 'Reference Consistency', 'Relational Address']","[{""start"":0,""end"":13,""text"":""The other one"",""labels"":[""need context""]}]",58.53
621,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,12.028
622,social,Local,"['Style Register', 'Reference Consistency', 'Relational Address']",,11.153
623,social,Sentence-level,"['Style Register', 'Modality and Attitude', 'Relational Address']",,13.309
624,social,Sentence-level,"['Reference Consistency', 'Modality and Attitude', 'Relational Address']",,29.515
625,social,Sentence-level,"['Style Register', 'Modality and Attitude', 'Relational Address']",,9.758
626,social,Universal,"['Terminology Control', 'Style Register', 'Modality and Attitude']","[{""start"":81,""end"":89,""text"":""IR-LED I"",""labels"":[""need context""]},{""start"":27,""end"":39,""text"":""ESP32 camera"",""labels"":[""need context""]},{""start"":102,""end"":122,""text"":""Raspberry Pi camera."",""labels"":[""need context""]}]",49.772
627,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,14.906
628,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,33.048
629,social,Sentence-level,"['Terminology Control', 'Style Register', 'Relational Address']",,17.407
630,social,Sentence-level,"['Terminology Control', 'Style Register', 'Relational Address']",,27.356
631,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Participant Focus']",,21.828
632,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,16.338
633,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,15.149
634,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,36.967
635,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,29.142
636,social,Local,"['Style Register', 'Reference Consistency', 'Relational Address']","[{""start"":73,""end"":75,""text"":""it"",""labels"":[""need context""]}]",20.836
637,social,Local,"['Style Register', 'Reference Consistency', 'Logical Connectivity']","[{""start"":4,""end"":16,""text"":""the new ones"",""labels"":[""need context""]}]",33.664
638,social,Sentence-level,"['Terminology Control', 'Reference Consistency', 'Relational Address']",,54.946
639,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,81.957
640,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,18.213
641,social,Sentence-level,"['Style Register', 'Modality and Attitude', 'Relational Address']",,19.384
642,social,Local,"['Style Register', 'Reference Consistency', 'Relational Address']","[{""start"":0,""end"":11,""text"":""It went out"",""labels"":[""need context""]}]",38.469
643,social,Sentence-level,"['Reference Consistency', 'Modality and Attitude', 'Relational Address']",,12.772
644,social,Sentence-level,"['Reference Consistency', 'Modality and Attitude', 'Relational Address']",,33.896
645,social,Sentence-level,"['Style Register', 'Modality and Attitude', 'Relational Address']",,10.326
646,social,Sentence-level,"['Terminology Control', 'Style Register', 'Relational Address']",,20.126
647,social,Local,"['Style Register', 'Reference Consistency', 'Relational Address']","[{""start"":0,""end"":4,""text"":""This"",""labels"":[""need context""]}]",11.715
648,social,Sentence-level,"['Terminology Control', 'Modality and Attitude', 'Relational Address']",,25.404
649,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,37.637
650,social,Local,"['Style Register', 'Logical Connectivity', 'Relational Address']",,22.277
651,social,Sentence-level,"['Terminology Control', 'Style Register', 'Relational Address']",,20.915
652,social,Local,"['Terminology Control', 'Style Register', 'Logical Connectivity']","[{""start"":25,""end"":32,""text"":""Digikey"",""labels"":[""need context""]},{""start"":82,""end"":85,""text"":""PCB"",""labels"":[""need context""]}]",49.639
653,social,Local,"['Style Register', 'Reference Consistency', 'Relational Address']","[{""start"":0,""end"":7,""text"":""Or not."",""labels"":[""need context""]}]",23.974
654,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,31.234
655,social,Sentence-level,"['Terminology Control', 'Reference Consistency', 'Relational Address']",,85.879
656,social,Local,"['Style Register', 'Reference Consistency', 'Relational Address']","[{""start"":45,""end"":58,""text"":"" it does(n't)"",""labels"":[""need context""]}]",24.732
657,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,13.955
658,social,Local,"['Terminology Control', 'Style Register', 'Relational Address']","[{""start"":85,""end"":88,""text"":""GND"",""labels"":[""need context""]}]",18.43
659,social,Sentence-level,"['Terminology Control', 'Reference Consistency', 'Relational Address']",,55.057
660,social,Universal,"['Terminology Control', 'Logical Connectivity', 'Modality and Attitude']","[{""start"":4,""end"":7,""text"":""ESP"",""labels"":[""need context""]}]",118.759
661,social,Sentence-level,"['Style Register', 'Modality and Attitude', 'Relational Address']",,27.268
662,social,Local,"['Terminology Control', 'Style Register', 'Reference Consistency']","[{""start"":46,""end"":54,""text"":""Tasmotas"",""labels"":[""need context""]}]",28.872
663,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,11.138
664,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,38.819
665,social,Sentence-level,"['Style Register', 'Modality and Attitude', 'Relational Address']",,18.364
666,social,Sentence-level,"['Terminology Control', 'Reference Consistency', 'Relational Address']",,24.94
667,social,Sentence-level,"['Reference Consistency', 'Logical Connectivity', 'Modality and Attitude']",,124.622
668,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,30.507
669,social,Sentence-level,"['Style Register', 'Logical Connectivity', 'Relational Address']",,59.653000000000006
670,social,Sentence-level,"['Terminology Control', 'Style Register', 'Reference Consistency']",,26.805
671,social,Sentence-level,"['Style Register', 'Modality and Attitude', 'Relational Address']",,9.876
672,social,Local,"['Style Register', 'Reference Consistency', 'Relational Address']","[{""start"":0,""end"":4,""text"":""They"",""labels"":[""need context""]}]",75.499
673,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,46.681
674,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,16.446
675,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,31.212000000000003
676,social,Sentence-level,"['Terminology Control', 'Style Register', 'Relational Address']",,53.561
677,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,23.874
678,social,Sentence-level,"['Style Register', 'Modality and Attitude', 'Relational Address']",,9.145
679,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,85.74100000000001
680,social,Sentence-level,"['Style Register', 'Modality and Attitude', 'Relational Address']",,12.261
681,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,12.698
682,social,Local,"['Style Register', 'Reference Consistency', 'Relational Address']","[{""start"":15,""end"":18,""text"":""die"",""labels"":[""need context""]},{""start"":0,""end"":2,""text"":""It"",""labels"":[""need context""]}]",38.8
683,social,Extended,"['Terminology Control', 'Style Register', 'Reference Consistency']","[{""start"":23,""end"":39,""text"":""ping integration"",""labels"":[""need context""]}]",64.845
684,social,Sentence-level,"['Style Register', 'Modality and Attitude', 'Relational Address']",,15.024
685,social,Sentence-level,"['Style Register', 'Modality and Attitude', 'Relational Address']",,24.96
686,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,25.023
687,social,Local,"['Reference Consistency', 'Modality and Attitude', 'Relational Address']","[{""start"":25,""end"":29,""text"":""some"",""labels"":[""need context""]},{""start"":108,""end"":112,""text"":""they"",""labels"":[""need context""]}]",71.227
688,social,Sentence-level,"['Style Register', 'Modality and Attitude', 'Relational Address']",,24.493
689,social,Universal,"['Terminology Control', 'Style Register', 'Modality and Attitude']","[{""start"":0,""end"":14,""text"":""Free Matt Gray"",""labels"":[""need context""]}]",16.49
690,social,Universal,"['Terminology Control', 'Style Register', 'Reference Consistency']","[{""start"":0,""end"":4,""text"":""They"",""labels"":[""need context""]},{""start"":22,""end"":57,""text"":""Sainsbury’s at Haringey Green Lanes"",""labels"":[""need context""]}]",28.686
691,social,Local,"['Reference Consistency', 'Logical Connectivity', 'Modality and Attitude']","[{""start"":34,""end"":38,""text"":""them"",""labels"":[""need context""]}]",62.17099999999999
692,social,Local,"['Idea Development', 'Terminology Control', 'Style Register']","[{""start"":35,""end"":49,""text"":""beat you to it"",""labels"":[""need context""]}]",62.568
693,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,62.766
694,social,Sentence-level,"['Style Register', 'Modality and Attitude', 'Relational Address']",,45.055
695,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,8.831
696,social,Local,"['Idea Development', 'Reference Consistency', 'Modality and Attitude']","[{""start"":23,""end"":52,""text"":""be by that random supermarket"",""labels"":[""need context""]}]",64.294
697,social,Local,"['Terminology Control', 'Style Register', 'Reference Consistency']","[{""start"":26,""end"":30,""text"":""them"",""labels"":[""need context""]}]",101.531
698,social,Sentence-level,"['Style Register', 'Modality and Attitude', 'Relational Address']",,31.41
699,social,Extended,"['Idea Development', 'Terminology Control', 'Reference Consistency']","[{""start"":8,""end"":25,""text"":""Superbooth Berlin"",""labels"":[""need context""]}]",129.646
700,social,Sentence-level,"['Style Register', 'Modality and Attitude', 'Relational Address']",,16.525
701,social,Sentence-level,"['Style Register', 'Modality and Attitude', 'Relational Address']",,11.766
702,social,Local,"['Logical Connectivity', 'Modality and Attitude', 'Relational Address']","[{""start"":1,""end"":52,""text"":""Though do mention you recognise me off the internet"",""labels"":[""need context""]}]",82.139
703,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,15.672999999999998
704,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,15.416
705,social,Local,"['Style Register', 'Reference Consistency', 'Relational Address']","[{""start"":0,""end"":7,""text"":""They'll"",""labels"":[""need context""]}]",18.958
706,social,Local,"['Style Register', 'Reference Consistency', 'Logical Connectivity']","[{""start"":0,""end"":12,""text"":""And way more"",""labels"":[""need context""]},{""start"":61,""end"":65,""text"":""them"",""labels"":[""need context""]}]",71.408
707,social,Sentence-level,"['Style Register', 'Modality and Attitude', 'Relational Address']",,27.004
708,social,Sentence-level,"['Idea Development', 'Style Register', 'Relational Address']",,
709,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,13.124
710,social,Local,"['Style Register', 'Modality and Attitude', 'Relational Address']","[{""start"":8,""end"":37,""text"":""Found in the mirror universe?"",""labels"":[""need context""]}]",180.808
711,social,Sentence-level,"['Terminology Control', 'Style Register', 'Reference Consistency']",,30.323
712,social,Sentence-level,"['Terminology Control', 'Style Register', 'Relational Address']","[{""start"":28,""end"":32,""text"":""GDPR"",""labels"":[""need context""]}]",14.33
713,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,33.001
714,social,Sentence-level,"['Style Register', 'Reference Consistency', 'Relational Address']",,74.312
