idx,domain,doc,source,reference,target
145,social,test-en-social_112109186993725712,And a respirator… use it. For real.,방진 마스크도요… 꼭 쓰세요.,그리고 마스크… 꼭 쓰세요. 진짜로.
146,social,test-en-social_112109186993725712,I broke the seal on it a few times just moving my face I guess,"얼굴을 움직이다가 봉제선이 뜯어진 것 같은데,",얼굴을 움직이다 보니 몇 번 씰이 떨어졌나 봐요.
147,social,test-en-social_112109186993725712,and my nose started running from whatever the heck is floating around up there.,도대체 공기 중에 뭐가 떠다니는지 콧물이 줄줄 흐르기 시작했어요.,그 위에 뭐가 떠다니는지 모르겠지만 콧물이 나기 시작했어요.
148,social,test-en-social_112109186993725712,@user16 I'm a solid proponent of using protective gear!,@user16 보호 장비 사용에 적극 찬성해요!,@user16님 저는 보호 장비 사용의 확고한 지지자입니다!
149,social,test-en-social_112110250600185424,"Sally Rooney used to debate, and once you know that it is easy to see those techniques in both her novels and essays.","샐리 루니는 토론을 즐겼죠, 그녀의 소설과 에세이에서 그러한 기법을 쉽게 찾아볼 수 있답니다.","샐리 루니는 토론을 했었는데, 그 사실을 알고 나면 그녀의 소설과 에세이에서 그런 기법들을 쉽게 발견할 수 있다."
150,social,test-en-social_112110250600185424,And she is very adept with the English language.,그리고 그녀는 영어라는 언어를 정말 잘 구사해요.,그리고 그녀는 영어에 매우 능숙합니다.
151,social,test-en-social_112110250600185424,"That is to say, it is a delight, she employed all of this excellent skill in a service of a larger social point this week.",기쁘게도 그녀가 이번주에 더 웅대한 사회적 이슈를 위해 이 뛰어난 솜씨를 발휘했습니다.,"즉, 그녀가 이 훌륭한 기술을 모두 더 큰 사회적 요점을 위한 활동에 사용했다는 것은 기쁜 일입니다."
152,social,test-en-social_112110250600185424,ps - i hope we are past the point of being apologetic about liking her novels or defending them as average.,ps - 그녀의 소설을 좋아하는 것에 대해 변명하거나 평균작이라고 변호하던 시절은 지났기를 바랍니다.,추신 - 그녀의 소설을 좋아하는 것에 대해 변명하거나 평범하다고 옹호해야 하는 단계는 지났으면 좋겠네요.
153,social,test-en-social_112110250600185424,"They are so not the books i would have picked up myself, but once i did, it is clear that the craft is definitely beyond reproach.","제가 직접 골라서 읽을 책은 아니었지만, 일단 읽어보니 정말 나무랄 데 없는 필력이에요.","내가 직접 고를 책들은 절대 아니었지만, 막상 읽어보니 그 솜씨는 확실히 나무랄 데가 없었다."
154,social,test-en-social_112110250600185424,"And i do like characters having long conversations, superbly aware of their political roles and yet ignorant to their emotional needs.",등장 인물들이 긴 대화를 나누는 게 좋습니다. 자신의 정치적 입장은 잘 알지만 감정적 욕구는 아직 잘 모르는 이들이죠.,등장인물들이 자신의 정치적 역할은 꿰뚫고 있으면서도 정작 자신의 감정적 욕구에는 무지한 채 긴 대화를 나누는 모습이 마음에 들었다.
155,social,test-en-social_112110250600185424,Part of growing up.,성장하는 중이니까요.,어른이 되어가는 과정의 일부인 것 같다.
156,social,test-en-social_112110250600185424,"Oh right, here is Sally Rooney latest essay","네, 샐리 루니의 최신 에세이입니다","아, 맞다. 샐리 루니의 최신 에세이 여기 있어요."
157,social,test-en-social_112110250600185424,@user38 heard this essay was good and it is,@user38 이 에세이가 좋다는 얘기를 들었는데 정말 그렇네요,@user38 이 에세이 좋다고 들었는데 진짜 좋네요
158,social,test-en-social_112110250600185424,"@user39 i just stumbled upon her essay from a while back about her debating days and let me say,",@user39 얼마 전에 그녀가 토론하던 시절에 관해 쓴 에세이를 우연히 발견했어요.,"@user39 예전에 쓴 그분 토론 시절 에세이를 우연히 읽었는데,"
159,social,test-en-social_112110250600185424,it clearly laid out why i feel apathy towards certain form of podcast that is seen as cornerstone of 'informative discussion',이른바 '유익한 대화'의 기초라고 여겨지는 특정 유형의 팟캐스트에 전혀 끌리지 않는 이유를 분명히 알게 되었죠.,왜 내가 '정보 토론'의 초석으로 여겨지는 특정 형식의 팟캐스트에 무관심한지 명확하게 알겠더라고요.
160,social,test-en-social_112111385848391872,Absolute rocket from from Stroud on a perfect half turn to goal.,완벽한 하프 턴으로 골문을 강타하는 스트라우드의 최강 로켓 슛.,스트라우드의 완벽한 턴 동작 후에 나온 로켓같은 슛!
161,social,test-en-social_112111385848391872,Really tough not to buy that the league tells officials to help Miami when that’s not a penalty.,리그 측이 심판들에게 페널티가 아니더라도 마이애미에 유리하게 해달라고 말했다 해도 믿을 지경이다.,리그에서 심판들에게 마이애미를 도우라고 지시한다는 생각을 안 하기가 정말 어렵네요. 저건 페널티가 아니었는데.
162,social,test-en-social_112111385848391872,"Probably Pirani's best game this season, but he still just needs to be better.","아마도 피라니의 이번 시즌 최고의 경기이겠지만, 그는 더 나아져야 한다.","피라니 선수 이번 시즌 최고의 경기였을지도 모르지만, 여전히 더 발전해야 합니다."
163,social,test-en-social_112111385848391872,Like the aggressive call to sub him out for an offensive minded player like Fletcher.,그를 플레처처럼 공격적인 자세의 선수로 교체한 대담한 결정이 맘에 든다.,플레처 선수처럼 공격적인 선수로 교체한 과감한 결정은 좋았습니다.
164,social,test-en-social_112111385848391872,Amazing how there's two PKs #DCU should have had and got neither.,#DCU가 2개의 PK를 얻어야 했는데 하나도 얻지 못했다니 놀랍다.,믿을 수 없네. #DCU가 페널티킥 두 개는 받았어야 했는데 하나도 못 받았어.
165,social,test-en-social_112111385848391872,The fix is so in for Miami #MLS #mastodonfc,마이애미에 유리하게 정해진 결과 #MLS #마스토던fc,마이애미 쪽으로 완전 편파 판정이네. #MLS #mastodonfc
166,social,test-en-social_112111385848391872,"Well, perhaps ball doesn't lie.","글쎄, 공은 거짓말을 하지 않을 테지.","글쎄, 역시 축구는 거짓말을 하지 않네요."
167,social,test-en-social_112111385848391872,What an awful give away by Klich.,클리히의 엄청난 실책이야.,클리히의 어처구니없는 패스 미스였습니다.
168,social,test-en-social_112111385848391872,Can't win when your DP plays that sloppy.,수비수들의 플레이가 그렇게 엉성하면 이길 수 없어.,수비형 미드필더가 저렇게 허술하게 플레이하면 이길 수 없죠.
169,social,test-en-social_112111385848391872,Absolute meltdown.,완전히 무너졌군.,완전 망했네.
170,social,test-en-social_112111385848391872,"Obviously, the officiating hamstrung them, but the last twenty minutes are the play of the team that did not deserve to win.","심판들이 문제였던 건 분명하지만, 마지막 20분의 플레이는 이 팀이 이길 자격이 없음을 보여주었어.","심판 판정이 발목을 잡은 건 분명하지만, 마지막 20분은 이길 자격이 없는 팀의 경기력이었어."
171,social,test-en-social_112111385848391872,Very curious to see how this #DCU team responds to a game that's best forgotten.,이 #DCU 팀이 잊혀지는 게 가장 좋은 경기에 어떻게 반응할지 정말 궁금해.,이번 #DCU 팀이 잊고 싶은 경기에 어떻게 반응할지 정말 궁금하네요.
172,social,test-en-social_112111385848391872,"They've had a bright start and sometimes bad games just happen, but they looked completely outclasses as the game went on.","쾌조의 스타트를 했고 때로 나쁜 플레이도 보여주었지만, 진행될수록 정말 압도적인 모습이었어.","좋은 출발을 보였지만, 가끔은 이런 경기도 있는 법이죠. 하지만 경기가 진행될수록 완전히 압도당하는 모습이었어요."
173,social,test-en-social_112111385848391872,"@user7 who give a crap, go Badgers Women’s hockey! Hahaha","@user7 누가 뭐래도, 배저스 여자 하키팀 화이팅! 하하하",@user7 신경이나 쓰겠어요? 배저스 여자 하키팀 화이팅! ㅋㅋㅋ
174,social,test-en-social_112111385848391872,@user8 Last free weekend for a while.,@user8 이번 주말을 마지막으로 당분간 쉴 틈이 없겠네.,@사용자8 당분간 마지막으로 노는 주말이네.
175,social,test-en-social_112112271633685072,Next week Saturday: Picocon @ London,다음주 토요일: 피코콘 @ 런던,다음 주 토요일: 런던 피코콘
176,social,test-en-social_112112271633685072,Easter weekend: Eastercon 2024 at Telford.,부활절 주말: 텔포드에서 열리는 이스터콘 2024.,부활절 주말: 텔퍼드에서 열리는 2024 이스터콘
177,social,test-en-social_112112271633685072,After that a couple of site visits on Saturdays with a client in Swansea.,그 다음에는 스완지의 고객과 함께하는 몇 차례의 현장 방문이 토요일에 잡혀 있네요.,그 후 토요일에 스완지에 있는 고객과 함께 현장 방문을 두어 번 했습니다.
178,social,test-en-social_112112271633685072,"I better get some motorbikes fixed, or else!",오토바이를 고치든 해야겠어요!,"오토바이 좀 고쳐야겠는데, 안 그러면 큰일 나겠어!"
179,social,test-en-social_112112271633685072,Damn this rusty K1100! Is there a single screw which has not seized?!,"젠장, 이 녹슨 K1100! 제대로 돌아가는 나사가 하나라도 있을까요?!","젠장, 이 녹슨 K1100 같으니! 안  seized 된 나사가 하나라도 있긴 한 거야?!"
180,social,test-en-social_112112271633685072,Finally the battery is out.,마침내 배터리가 빠졌네요.,드디어 배터리 빼냈다.
181,social,test-en-social_112112271633685072,"Managed to wiggle it out w/o removing the last screw needed, but that screw will need dealing with.",마지막 나사를 제거하지 않고 간신히 빼냈습니다. 하지만 이 나사는 손봐야겠어요.,"마지막 나사를 풀지 않고도 겨우 빼내긴 했는데, 그 나사는 어떻게 해야 할 것 같다."
182,social,test-en-social_112112271633685072,Tomorrow morning's task. Almost there.,내일 아침에 해야죠. 거의 다 됐네요.,내일 아침에 해야지. 거의 다 됐어요.
183,social,test-en-social_112112271633685072,"New one is in place, just need some black isolation tape to be sure.","새 것을 장착했고, 이제 검정색 절연 테이프로 확실히 고정하면 됩니다.","새 거 설치했고, 확실하게 하려고 검정 절연 테이프만 있으면 돼요."
184,social,test-en-social_112112271633685072,Got some somewhere but exactly where?,어딘가에 있을 텐데 정확히 어디일까요?,어딘가에 있는데 정확히 어디였더라?
185,social,test-en-social_112112271633685072,Heheh not one but three! Success!,헤헤 하나가 아니라 셋이네요! 성공!,헤헤 세 개씩이나! 성공!
186,social,test-en-social_112112271633685072,Last thing remaining is bolting the seat back.,이제 등받이 볼트만 조이면 됩니다.,마지막으로 시트 등받이를 볼트로 고정하면 됩니다.
187,social,test-en-social_112112980319428992,"Getting my eyes checked, because there was a decent deal for it here, and my left eye’s been weird for some time now, so maybe they can tell me something what’s happening.","여기서 괜찮은 행사를 하길래 눈 검사를 받았어요. 왼쪽 눈이 얼마 전부터 이상했는데, 어떤 상태인지 알려주겠죠.",괜찮은 할인 행사가 있어서 눈 검사를 받으러 왔어요. 왼쪽 눈이 한동안 이상해서 뭐가 문제인지 알 수 있을까 해서요.
188,social,test-en-social_112112980319428992,"I’m splurging on a new set of frames, these red ones I reeeeally like.",큰 돈 들여 새 안경테를 장만하려 해요. 이 빨간색이 정말 마음에 드네요.,새 안경테 좀 질렀어. 이 빨간색 진짜 마음에 들어.
189,social,test-en-social_112112980319428992,"So, apparently the ghost image my left eye sees isn’t too much of a concern.",왼쪽 눈에서 희미한 상이 보이는 건 큰 문제가 아닌 듯해요.,"그러니까, 왼쪽 눈에 보이는 잔상은 크게 걱정할 필요는 없다고 하네요."
190,social,test-en-social_112112980319428992,But I need basically varifocals too.,하지만 저는 가변 초점 기능도 필요해요.,그런데 사실상 다초점렌즈도 필요하대요.
191,social,test-en-social_112112980319428992,So the lenses have a combo of those.,그래서 콤보 렌즈로 하려고요.,그래서 렌즈에 두 가지가 조합되어 있을 거예요.
192,social,test-en-social_112112980319428992,Not the full on varifocals but something in between those and ”normal” glasses (no idea of the terminology in English).,"완전 가변 초점이 아니라 가변 초점 렌즈와 ""일반"" 유리(정확한 용어 모름)의 사이에 해당하는 거죠.",완전한 다초점렌즈는 아니고 일반 안경과 그 중간 정도의 (영어로 뭐라고 하는지 모르겠네요) 그런 거요.
193,social,test-en-social_112112980319428992,"While this was being told to me, I made a decision to get another pair, and that pair are these.",이런 이야기를 듣는 동안 한 벌 더 장만하기로 했어요. 바로 이겁니다.,"이 이야기를 듣는 동안, 다른 한 켤레를 더 사기로 결심했고, 그게 바로 이것들입니다."
194,social,test-en-social_112112980319428992,"@user36 I like both the glasses you posted, these are a really nice colour...","@user36 포스팅한 안경 둘 다 좋네요, 색상이 정말 멋져요...",@user36 올려주신 안경 두 개 다 마음에 들어요. 색깔 진짜 예쁘네요...
195,social,test-en-social_112112980319428992,makes me want new ones 😂,나도 새로 사고 싶다 😂,저도 새 안경 갖고 싶어지네요 😂
196,social,test-en-social_112112980319428992,"@user37 My current collection consists of two green pairs, one blue-purple and one pinkish lilac pair.","@user37 현재 저는 녹색 2벌, 파란색-자주색 1벌, 핑크 빛깔의 라일락색 1벌을 갖고 있어요.","@user37 제 컬렉션은 현재 초록색 두 켤레, 청보라색 한 켤레, 그리고 연분홍 라일락색 한 켤레로 구성되어 있어요."
197,social,test-en-social_112112980319428992,"The last one’s at home currently, but I usually carry at least two pairs with me.","라일락색은 집에 두고 나왔고요, 보통은 2벌을 가지고 다니죠.","마지막 라일락색은 지금 집에 있지만, 보통 두 켤레 이상은 가지고 다녀요."
198,social,test-en-social_112112980319428992,I’ve been tempted to get sunglasses with prescriptions but they don’t make these for that purpose 😆,"도수 있는 선글라스를 사고 싶었는데, 여기서는 그런 용도로 만들지 않네요 😆","도수 있는 선글라스를 사고 싶은 생각이 늘 있었는데, 이런 디자인은 도수 넣어서 안 만들더라고요 😆"
199,social,test-en-social_112112980319428992,I bought the golden aviators on a whim one birthday.,어느 생일에 황금색 애비에이터 선글라스를 충동 구매했어요.,금색 에비에이터 선글라스는 어느 생일에 충동적으로 샀어요.
200,social,test-en-social_112112980319428992,@user36 that second pair is really nice!,@user36 두 번째 안경이 정말 근사해요!,@user36 두 번째 안경 진짜 예쁘네요!
201,social,test-en-social_112112980319428992,I love buying glasses...I never throw them out but somehow I can't find any of the others?!,저는 안경 사는 걸 좋아한답니다... 버린 적도 없는데 왜 다른 안경을 찾을 수 없는 걸까요?,저 안경 사는 거 너무 좋아하는데...  버리진 않았는데 다른 안경들은 다 어디 갔는지 모르겠어요?!
202,social,test-en-social_112112980319428992,"Mine are rainbow coloured at the moment, I need some sunglasses too...","지금 제 건 무지개색이에요, 선글라스도 필요한데...",지금 쓰는 건 무지개색인데 선글라스도 필요해요...
203,social,test-en-social_112112980319428992,but if you need prescription they're so ugly 😂,하지만 도수를 넣으면 안 예쁘겠죠 😂,근데 도수 넣으면 너무 안 예쁘잖아요 😂
204,social,test-en-social_112132847725764752,Just encountered a facial recognition system while boarding an intl flight from Houston's IAH.,방금 휴스턴 IAH에서 국제선에 탑승할 때 안면 인식 시스템이 있더라고요.,휴스턴 IAH 공항에서 국제선 탑승하는데 안면 인식 시스템이 있더라고요.
205,social,test-en-social_112132847725764752,Apparently it's for some customs-related thing??,세관 문제 때문이겠죠??,아마 세관 관련된 건가 봐요??
206,social,test-en-social_112132847725764752,"They said it's not mandatory so I had them pause it and ""manually board"" me","의무 사항은 아니라고 하길래 일시 중지하라고 하고 ""수동 탑승"" 절차를 거쳤어요","의무가 아니라고 해서 일시 중지하고 ""수동 탑승"" 처리해 달라고 했습니다."
207,social,test-en-social_112132847725764752,I should add that they said it's not mandatory only once I went up and explicitly asked •_•,제가 나서서 확실하게 물어보니까 그때서야 의무 사항이 아니라고 하더군요 •_•,"덧붙이자면, 제가 직접 가서 명확하게 물어보고 나서야 비로소 의무가 아니라고 했다는 겁니다 •_•"
208,social,test-en-social_112132847725764752,@user18 what does it check your face against?,@user18 무엇을 기준으로 얼굴을 확인할까요?,@user18 무엇을 기준으로 얼굴을 확인하는 건가요?
209,social,test-en-social_112132847725764752,@user19 I can only assume that it's my visa or passport pic.,@user19 비자나 여권 사진이 아닐까 싶어요.,@user19 비자나 여권 사진 때문인 것 같아요.
210,social,test-en-social_112132847725764752,I should've paid closer attention.,더 꼼꼼히 살펴봤어야 했는데.,좀 더 신경 썼어야 했는데.
211,social,test-en-social_112198063182209776,I was pushing for 100k meters this month and I ought to get there.,이번 달에 십만 미터가 목표라서 거기까지 가야해요.,"이번 달에 10만 미터 목표를 달성하려고 노력했는데, 아마 달성할 수 있을 것 같아요."
212,social,test-en-social_112198063182209776,Now I wonder if a million meters in 2024 might be possible? 🤔,이제 2024년에 백만 미터가 가능할까 생각 중이거든요? 🤔,2024년에 백만 미터 달성 가능할까요? 🤔
213,social,test-en-social_112198063182209776,"Yep, going for the million.","넵, 백만으로 가죠.","네, 백만 가즈아!"
214,social,test-en-social_112198063182209776,You know it's a real goal when there's a spreadsheet to track it.,추적하는 스프레드시트가 있으면 진짜 목표 잖아요.,스프레드시트로 기록하고 있으니 진짜 목표 맞죠.
215,social,test-en-social_112198063182209776,Another month down and I'm still ahead of schedule.,다음 달이 다가오는데 아직 예정보다 빨라요.,한 달 더 지났는데 아직 계획보다 앞서가고 있어요.
216,social,test-en-social_112198063182209776,A quarter of the way through the year update... well ahead of pace!,쭉 올해 업데이트에서 한 분기예요... 페이스보다 앞서고 있어요!,올해 계획의 4분의 1을 완료했습니다... 예상보다 훨씬 빠르네요!
217,social,test-en-social_112198063182209776,@user20 so every day you row at least 2.8km?,@user20 그래서 매일 최소 2.8Km를 노를 젓는다고요?,@user20 그럼 매일 2.8km 이상 노 젓는 거예요?
218,social,test-en-social_112198063182209776,Is that on the erg or on the water?,ERG에서요 아님 물에서요?,"에르고미터에서 하는 건가요, 아니면 물에서 하는 건가요?"
219,social,test-en-social_112198063182209776,"@user21 I only row on weekdays, so I average out to a little over 5K/weekday so far.",@user21 평일에만 노젓기를 해서 지금까지 평균은 평일 하루 당 5천 조금 넘어요.,"@user21 평일만 로잉을 해서, 지금까지 평균 하루 5km 정도 타고 있어요. 여러 방식으로 나눠서 타는데, 로잉 머신(ERG)으로 합니다."
220,social,test-en-social_112198063182209776,I break it up in different ways. On an ERG.,여러가지 방법으로 분석하죠. ERG에서요.,"여러 방식으로 나눠서 타는데, 로잉 머신(ERG)으로 합니다."
221,social,test-en-social_112289379466442912,"Imagine a very long web page with lots of sections (e.g., single-page HTML spec).",섹션이 많은 아주 긴 웹 페이지를 상상해보세요 (예: 싱글 페이지HTML 사양).,아주 긴 웹 페이지에 여러 섹션(예: 단일 페이지 HTML 스펙)이 있다고 가정해 보세요.
222,social,test-en-social_112289379466442912,"If the user requests a specific section (e.g. page.html#section7), what if the web server streamed that section first and the other sections after that?","만약 사용자가 특정 섹션을 요청한 경우(예: page.html#section7), 웹 서버가 해당 섹션을 먼저 스트리밍하고 다른 섹션을 그 다음에 스트리밍 한다면 어떻게 될까요?","사용자가 특정 섹션(예: page.html#section7)을 요청할 경우, 웹 서버가 해당 섹션을 먼저 스트리밍하고 그 후에 다른 섹션을 스트리밍하면 어떨까요?"
223,social,test-en-social_112289379466442912,The browser would then make sure to insert the sections 1 to 6 *above* section 7 on the web page.,그러면 브라우저는 분명 웹페이지에 섹션 7 *위로* 섹션 1에서 6을 삽입할 것입니다.,브라우저는 웹 페이지에서 섹션 7 *위에* 섹션 1부터 6까지를 삽입합니다.
224,social,test-en-social_112289379466442912,Does this make sense?,이해하시겠죠?,이해가 되시나요?
225,social,test-en-social_112289379466442912,Would this be useful?,이것이 유용할까요?,도움이 될까요?
226,social,test-en-social_112289379466442912,What I want to achieve is have the linked section (#section7) render as fast as possible without having to re-implement stuff with JavaScript.,제가 하려는 작업은 JavaScript로 어떤 걸 재실행할 필요 없이 최대한 빨리 제공하는 링크된 섹션(#섹션7)을 확보하는 것입니다.,링크된 섹션(#section7)이 자바스크립트로 다시 구현하지 않고도 최대한 빠르게 렌더링되도록 하고 싶습니다.
227,social,test-en-social_112289379466442912,I just want to have a super long HTML document but still have linked sections render as fast as possible.,아주 긴 HTML 문서이지만 가능한 빨리 제공하는 링크된 섹션이 있는 걸 원해요.,매우 긴 HTML 문서를 사용하더라도 링크된 섹션은 최대한 빠르게 렌더링되어야 합니다.
228,social,test-en-social_112289379466442912,It should just work with HTML.,HTML로 작업할 수 있는 거요.,HTML만으로 작동해야 합니다.
229,social,test-en-social_112289379466442912,"The content could be streamed like this, and then the browser would inject each <contents> into its <div>.",해당 콘텐츠는 이렇게 스트리밍할 수 있을 거예요. 그다음 브라우저는 각 <contents>를 해당 <div>로 주입합니다.,"이런 식으로 콘텐츠를 스트리밍할 수 있고, 그러면 브라우저가 각 <contents>를 <div>에 삽입합니다."
230,social,test-en-social_112289379466442912,"It would be streamed out of order, but the browser would assemble the HTML document as if it were streamed in order.",순서 없이 스트리밍 되겠지만 브라우저는 마치 순서대로 스트리밍하는 것처럼 HTML 문서를 어셈블리 할 것입니다.,"순서대로 스트리밍되지 않더라도, 브라우저는 HTML 문서를 순서대로 스트리밍된 것처럼 조립합니다."
231,social,test-en-social_112289379466442912,@user22 You can reorder documents like that without JS even.,@user22 JS가 없어도 문서를 그렇게 재정렬 할 수 있습니다.,@user22 자바스크립트 없이도 그렇게 문서 순서를 바꿀 수 있습니다.
232,social,test-en-social_112289379466442912,"You can’t use hash part of the URL if you want the server to do something though, but you can use query string search params to let the server know which section you want first.",만약 서버가 그래도 뭔가 작업을 하길 원한다면 URL의 해시 파트를 사용할 수 없습니다. 하지만 쿼리 스트링 검색 파라미터를 사용하여 서버에게 어떤 섹션을 제일 먼저 원하는지 알려줄 수 있습니다.,"서버에서 처리하도록 하려면 URL의 해시 부분은 사용할 수 없지만, 쿼리 문자열 검색 매개변수를 사용하여 서버에 어떤 섹션을 먼저 표시할지 알릴 수 있습니다."
233,social,test-en-social_112289379466442912,You’ve got a choice for reordering the parts:,그 부분을 재정렬하기 위해 선택하면 됩니다.,부분 순서 변경에 대한 선택지는 다음과 같습니다.
234,social,test-en-social_112289379466442912,The problem is that the visual order (what the user sees) does not match the DOM order.,문제는 시각적 순서(사용자가 보는 것)가 DOM 순서와 매치되지 않는다는 것입니다.,문제는 사용자가 보는 시각적 순서와 DOM 순서가 일치하지 않는다는 것입니다.
235,social,test-en-social_112289379466442912,"It may be useful if there existed an HTML feature that would allow streaming out of order, but the browser would then arrange the content in the DOM in order.",만약 순서 없이 스트리밍할 수 있는 HTML 기능이 있다면 유용할 것입니다만 브라우저는 그러면 DOM에 있는 콘텐츠를 순서대로 정렬할 것 입니다.,브라우저가 DOM 순서대로 콘텐츠를 배치하면서도 순서에 상관없이 스트리밍할 수 있는 HTML 기능이 있다면 유용할 것 같습니다.
236,social,test-en-social_112289379466442912,But the slots approach looks promising.,하지만 슬롯 접근은 잘 될 것 같아요.,하지만 슬롯 방식이 유망해 보이네요.
237,social,test-en-social_112289379466442912,I’ll give it a try.,한번 해보려고 해요.,한번 시도해 보겠습니다.
238,social,test-en-social_112289379466442912,"@user22 oh, you want the browser to fix up the DOM order?","@user22 오, 브라우저가 DOM 순서를 고치게 하려는 건가요 r?","@user22 아, 브라우저가 DOM 순서를 수정해주길 원하시는군요?"
239,social,test-en-social_112289379466442912,"@user23 Yes, that’s the idea.","@user23 네, 그럴 생각이예요.","@user23 네, 맞습니다."
240,social,test-en-social_112289379466442912,The section 7 would be streamed first for the sole reason that the user can view it as soon as possible.,사용자가 가능한 빨리 그걸 볼 수 있다는 이유 한 가지 때문에 섹션 7이 먼저 스트리밍 될거예요.,7번 섹션을 가장 먼저 스트리밍하는 이유는 사용자가 최대한 빨리 볼 수 있도록 하기 위해서입니다.
241,social,test-en-social_112289379466442912,"If that can be made possible without affecting the DOM order, that would be good, so the browser would make sure that the resulting DOM order matches the visual order.",만약 DOM 순서에 영향을 주지 않으면서 그렇게 하는 게 가능하다면 좋겠죠. 그래서 브라우저가 결과로 나온 DOM  순서와 시각적 순서를 매칭시키려고 할 거예요.,DOM 순서에 영향을 주지 않고 가능하다면 좋을 것 같습니다. 그러면 브라우저가 결과 DOM 순서가 시각적 순서와 일치하도록 할 것입니다.
242,social,test-en-social_112289379466442912,"In other words, stream section 7 first but make the end result (DOM and visual) be as if all sections streamed in order.","다시 말해, 섹션 7을 먼저 스트리밍하되 최종 결과(DOM 및 시각적 결과)를 마치 섹션들이 순서대로 스트리밍된 것처럼 만드세요.","즉, 7번 섹션을 먼저 스트리밍하지만 최종 결과(DOM 및 시각적 표현)는 모든 섹션이 순서대로 스트리밍된 것처럼 보여야 합니다."
243,literary,test-en-literary_detestable_chunk_2_words_945,"Stealthily I made my way towards the back of the store, murmurs and talking heard beyond a metal grate which took a few yanks to tear off.",나는 몰래 가게 뒤쪽으로 갔다. 몇 번 잡아당기면 떼어낼 수 있는 금속 창살 너머로 소곤거리는 소리와 말하는 소리가 들렸다.,"조심스럽게 가게 뒤편으로 향했다. 금속 격자 너머로 웅성거림과 대화 소리가 들려왔고, 몇 번 잡아당기자 격자가 뜯겨져 나갔다."
244,literary,test-en-literary_detestable_chunk_2_words_945,"Climbing into the vent was the safest and quietest option for me right now; climbing my way through, I’d pick up on conversations and talks between strangely dressed men.",지금 내게는 환풍구로 올라가는 것이 가장 안전하고 조용한 선택이었다. 올라가면서 이상한 옷을 입은 남자들끼리 대화하는 것을 듣게 되었다.,지금으로선 환풍구로 들어가는 것이 가장 안전하고 조용한 방법이었다. 환풍구를 통해 기어가면서 기묘한 옷차림을 한 남자들의 대화를 엿들을 수 있었다.
245,literary,test-en-literary_detestable_chunk_2_words_945,"I noticed Al inside, chained.",안에 Al이 묶여 있는 것을 발견했다.,안쪽에 알이 쇠사슬에 묶여 있는 것이 보였다.
246,literary,test-en-literary_detestable_chunk_2_words_945,Figures he’d get caught eventually.,그가 결국 잡힐 것이라고 생각했다.,결국 잡혔군.
247,literary,test-en-literary_detestable_chunk_2_words_945,"Alborn was a great guy, but this looked serious.","Alborn은 훌륭한 사람이었지만, 이번에는 심각해 보였다.","알본은 좋은 사람이었지만, 이번 일은 심각해 보였다."
248,literary,test-en-literary_detestable_chunk_2_words_945,"No need to stick my nose out for someone, especially when they seem like they’ve just gotten into trouble with every authority in the city.",특히 누군가 도시의 모든 권위자들과 문제를 일으킨 것처럼 보일 때는 쓸데없이 참견할 필요가 없다.,"굳이 남의 일에 끼어들 필요는 없었고, 특히 도시의 모든 권력자들과 문제를 일으킨 것 같은 사람이라면 더더욱 그랬다."
249,literary,test-en-literary_detestable_chunk_2_words_945,"Yet, I still couldn’t shake the feeling.",그럼에도 불구하고 나는 그 느낌을 떨칠 수 없었다.,그런데도 뭔가 찜찜한 기분을 떨칠 수가 없었다.
250,literary,test-en-literary_detestable_chunk_2_words_945,"Letting a silent sigh escape me, I slowly warped off the grate below, dropping down into the quiet room.",나는 조용히 한숨을 내쉬며 아래 창살을 벗어나 조용한 방으로 내려갔다,작게 한숨을 내쉬며 쇠창살 아래로 조용히 미끄러져 내려가 조용한 방 안으로 들어갔다.
251,literary,test-en-literary_detestable_chunk_2_words_945,"“Psst. Al. Al!” I whispered, giving a soft yell at his lack of response.","""저기, Al. Al!"" 나는 속삭였다. 대답하지 않는 그에게 부드럽게 소리쳤다.","""쉬잇. 알. 알!"" 아무런 반응이 없는 그에게 작게 소리쳤다."
252,literary,test-en-literary_detestable_chunk_2_words_945,“Lilith? What are you doing here..?,"""Lilith? 여기서 뭐하는 거야? 나가야 해.","""릴리스? 여기서 뭐 하는 거야...? 어서 가야 해,"
253,literary,test-en-literary_detestable_chunk_2_words_945,"You’ve gotta leave, he’ll catch you.”","그가 널 잡을 거라고.""","그가 널 잡을 거야."""
254,literary,test-en-literary_detestable_chunk_2_words_945,"No shit, I silently voiced to myself.","젠장, 나는 조용히 중얼거렸다.","설마, 속으로 중얼거렸다."
255,literary,test-en-literary_detestable_chunk_2_words_945,"Attempting to lockpick the chains that wrapped around his arms, voices closed in on our location, the faint footsteps growing ever louder.",그의 팔을 감싸고 있던 사슬을 풀려고 하는 동안 우리가 있는 곳으로 목소리가 가까워졌고 희미한 발소리가 점점 더 커졌다.,"그의 팔을 휘감은 쇠사슬을 열려고 애쓰는 동안, 발소리가 점점 커지며 우리 쪽으로 다가왔다."
256,literary,test-en-literary_detestable_chunk_2_words_945,"“Quick! Get back in the vent, and leave.","""빨리! 환풍구로 돌아가서 떠나.","""빨리! 환풍구로 돌아가."
257,literary,test-en-literary_detestable_chunk_2_words_945,Do not come back.,돌아오지 말고.,그리고 다시는 오지 마.
