idx,domain,doc,source,reference,target
362,social,test-en-social_111977447547284544,"The moment I woke up has stuck with me, so I relive it a bit when I watch medical shows particularly with a neurosurgeon 😂.",마취에서 깨어난 순간이 지금도 생생해요. 그래서 특히 신경외과 의사가 등장하는 의학 드라마를 볼 때는 그 상황을 다시 겪는 기분도 들어요 😂.,"마취에서 깨어났던 그 순간이 너무 생생해서, 특히 신경외과 의사가 나오는 의학 드라마를 볼 때면 그때 기억이 떠올라요 😂."
363,social,test-en-social_111977447547284544,"Hospital playlist has been on my list for a long time, and I’m really enjoying it right now. #kdrama","오래 전에 병원 플레이리스트를 제 목록에 추가했는데, 요즘 진짜 재미있게 감상 중이에요. #kdrama","슬기로운 의사생활'은 오랫동안 보고 싶었던 드라마였는데, 지금 너무 재밌게 보고 있어요. #한국드라마"
364,social,test-en-social_111977447547284544,My surgeon is really thoughtful.,나를 담당하는 외과 의사는 정말 사려깊은 분이에요.,제 담당 외과 의사 선생님은 정말 사려 깊으세요.
365,social,test-en-social_111977447547284544,"He called the day before because snow was forecast, and as the medical team was fussing over me as I was coming out of anesthesia in the recovery room my surgeon noticed I was opening my eyes and the bandage was in my eyes.","전날 전화를 해줬는데, 눈 예보가 있었거든요. 그리고 제가 회복실에서 마취에서 깨어나고 있을 때 의료진은 저를 두고 야단법석이었는데, 제가 눈을 뜨고 있고 붕대가 눈에 들어갔다는 걸 외과 의사가 발견했어요.","눈 예보가 있어서 수술 전날 전화를 주셨어요. 회복실에서 마취에서 깨어나고 있을 때 의료진이 저를 챙겨주고 있었는데, 의사 선생님께서 제가 눈을 뜨려고 하는데 눈에 붕대가 붙어 있는 걸 발견하셨어요."
366,social,test-en-social_111977447547284544,I mean plus doing the surgery. But still so disorienting.,수술은 마쳤는데 여전히 혼란스럽더군요.,수술도 하셨는데 말이죠. 그래도 너무 어지러웠어요.
367,social,test-en-social_111977447547284544,One of the most scary things I’ve done and I was asleep and it felt like no time.,제 평생에서 가장 무서운 경험이었죠. 저는 잠들었고 시간 가는 줄 몰랐어요.,"제가 해본 것 중 가장 무서운 일 중 하나였는데, 잠들어 있었고 마치 시간이 멈춘 것 같았어요."
368,social,test-en-social_111977447547284544,I was on my period but I was supposed to strip down.,생리 중이었는데 옷을 벗어야 했죠.,생리 중이었는데 옷을 다 벗어야 했어요.
369,social,test-en-social_111977447547284544,So they let me have these mesh underwear you wear after childbirth.,그래서 출산 후에 입는 망사 속옷을 착용하게 해줬어요.,그래서 출산 후 입는 그물망 속옷을 주더라고요.
370,social,test-en-social_111977447547284544,But they strip you completely down in the OR and drape you.,하지만 수술실에서는 완전히 다 벗고 드레이핑을 받아야 하죠.,그런데 수술실에서는 완전히 벗긴 후 수술포로 덮어요.
371,social,test-en-social_111977447547284544,So at some point a nice nurse replaced my period care before I woke up.,그래서 제가 깨어나기 전에 어느 시점에 친절한 간호사가 생리혈을 처리해줬어요.,그래서 제가 깨어나기 전에 어느 간호사분께서 생리대를 갈아주셨어요.
372,social,test-en-social_111977447547284544,"Aside from childbirth where I was conscious and getting help or as a baby, I’ve never had such a private care task done for me.","제가 상황을 인식하고 도움을 받을 수 있었던 출산 시점 또는 아기였을 때를 제외하고는, 그처럼 사적인 보살핌을 받아본 적이 없어요.",아기였을 때나 출산했을 때 의식이 있는 상태에서 도움을 받은 경우 외에는 그렇게 사적인 부분을 누군가가 해준 적이 없었어요.
373,social,test-en-social_111977447547284544,That was also my one stay in the ICU.,중환자실에도 한 번 들어갔어요.,그리고 그때가 제 유일한 중환자실 입원이었어요.
374,social,test-en-social_111977447547284544,ICU stay was a precaution for my type of surgery.,제가 받을 수술 유형을 위한 예비 조치였죠.,제 수술 종류에는 중환자실 입원이 예방 조치였거든요.
375,social,test-en-social_111977447547284544,My surgery involved lots of rest so I watched seasons 1-3 of Grey’s Anatomy.,제가 수술받았을 때는 쉬는 시간이 많아서 그레이 아나토미 시즌 1-3을 봤어요.,수술 후 회복 기간 동안 쉴 시간이 많아서 그레이 아나토미 시즌 1부터 3까지 정주행했어요.
376,social,test-en-social_111977447547284544,It helped McDreamy was a neurosurgeon.,맥드리미가 신경외과 의사인 게 도움이 되었죠.,맥드리미가 신경외과 의사라는 점이 도움이 됐죠.
377,social,test-en-social_111977447547284544,I would pay attention to how the patient was positioned just in the event I could guess what happened to me.,나에게 벌어진 일을 이해할 수 있도록 환자의 입장에 관심을 기울이곤 했어요.,제 수술이 어떻게 진행됐는지 짐작해 보려고 환자의 자세를 유심히 살펴보기도 했고요.
378,social,test-en-social_111977447547284544,"Since my surgery in 2018, Hospital Playlist has shown more dramatization of neurosurgery than any other medical show I’ve seen since Grey’s.",제가 2018년에 수술을 받은 이후에 병원 플레이리스트에는 그레이 아나토미 이후에 나온 다른 어떤 의학 드라마보다도 신경외과 드라마가 많아졌어요.,"2018년에 제가 수술을 받은 이후로, 슬기로운 의사생활은 그레이 아나토미 이후 본 어떤 의학 드라마보다 신경외과 수술 장면을 극적으로 묘사하는 것 같아요."
379,social,test-en-social_111977447547284544,It is nice to have art and entertainment to help us make sense of our life.,예술과 엔터테인먼트가 우리의 삶을 이해하는 데 도움이 된다는 게 좋아요.,삶을 이해하는 데 도움을 주는 예술과 오락이 있다는 건 참 좋은 일이죠.
380,social,test-en-social_111977447547284544,@user32 I could perform a liver transplant thanks to Hospital Playlist.,@user32 병원 플레이리스트 덕분에 간 이식을 할 수 있었어요.,@user32 덕분에 병원 플레이리스트 보고 간 이식 수술 할 수 있겠어요.
381,social,test-en-social_111977447547284544,@user33 wow! i think a lot about how millennials were the last generation to be able to grow connections with artists without the pressure to impose a critical eye.,@user33 와! 어떻게 밀레니얼 세대가 비판적 시각을 가져야 한다는 압박감 없이 아티스트와의 소통을 키워나갈 수 있는 마지막 세대가 되었는지를 많이 생각합니다.,@user33 와! 밀레니얼 세대가 비판적인 시각을 갖도록 강요받는 압박 없이 아티스트와 진정한 관계를 맺을 수 있었던 마지막 세대였다는 생각을 자주 합니다.
382,social,test-en-social_111977470885664240,"we came up during a golden age of media, with a collective consciousness around pop culture that no longer exists.","우리는 이제는 사라진, 대중 문화를 중심으로 한 집단 의식이 존재하던 미디어의 전성기에 태어났죠.","우리는 대중문화에 대한 공통된 의식이 존재했던, 지금은 사라진 미디어의 황금기에 성장했습니다."
383,social,test-en-social_111977470885664240,"we got to jump right into things without having to consider the source, because it wasn't as easy to determine.",출처를 고려할 필요 없이 곧바로 뛰어들어야 했어요. 출처를 확인하는 게 쉽지 않았으니까요.,"출처를 고려할 필요 없이 바로 본론으로 들어가야 했는데, 출처를 파악하기가 쉽지 않았기 때문입니다."
384,social,test-en-social_111977470885664240,"with no reason to question the pedestal we put them on, those parasocial relationships became prominent building blocks that shaped our lives.",우리가 그들을 우러러보이는 자리에 올려놓은 것에 대해 의문을 제기할 이유가 없는 상태에서 이 준사회적 관계가 우리의 삶을 형성하는 중요한 구성 요소가 되었다.,"그들을 향한 우리의 맹목적인 추앙에 의문을 품을 이유가 없었기에, 그러한 일방적인 관계는 우리 삶을 형성하는 중요한 토대가 되었다."
385,social,test-en-social_111977470885664240,this is why we have such strong ties to nostalgia.,이런 까닭에 우리는 그토록 강하게 향수에 집착한다.,그래서 우리는 향수에 이토록 강한 유대감을 느끼는 겁니다.
386,social,test-en-social_111977470885664240,"when The Office was still on the air, my friends and i would order pizza and get together to watch it every thursday.",더 오피스(The Office)가 아직 방영되던 시절에 나와 내 친구들은 매주 목요일에 피자를 시켜 놓고 함께 시청하곤 했다.,"오피스가 방영될 때, 친구들이랑 저는 매주 목요일마다 피자를 시켜 먹으면서 같이 봤어요."
387,social,test-en-social_111977470885664240,"it was unlike anything we have now with streaming, where 12 episodes are dropped at once and everyone watches at their own pace, prefacing social media posts with “spoiler alerts” or keeping discussion in specified silos.","지금의 스트리밍 시대와는 사뭇 달랐다. 이제는 12편의 에피소드가 한꺼번에 공개되면, 모두 저마다의 속도로 감상한 다음 소셜 미디어에 관련 글을 올리면서 ""스포 주의""라고 표시하거나 지정된 공간에 모여 얘기를 나눈다.","지금처럼 스트리밍으로 12개 에피소드가 한꺼번에 공개되고 각자 원하는 속도로 시청하며, 소셜 미디어에 ""스포일러 주의""라는 문구를 달거나 특정 커뮤니티에서만 이야기를 나누는 것과는 완전히 달랐습니다."
388,social,test-en-social_111977470885664240,we subconsciously crave tapping into the universal community that used to surround it all.,우리의 잠재의식에서는 예전과 같은 보편적 커뮤니티에 참여하기를 갈망한다.,우리는 무의식적으로 그것을 둘러싸고 있던 보편적인 공동체와 연결되기를 갈망합니다.
389,social,test-en-social_111977470885664240,"it’s why so many of us are still obsessively watching shows like The Office, or movies like Anchorman that provided endless one-line references in a meme-like fashion.","그래서 밈 같은 한 줄 대사가 끊임없이 나오는, 더 오피스와 같은 프로그램이나 앵커맨과 같은 영화를 줄기차게 보는 이들이 여전히 많다.",그래서 많은 사람들이 아직도 <오피스> 같은 드라마나 <앵커맨> 같은 영화를 열광적으로 보는 겁니다. 마치 밈처럼 끝없이 인용되는 명대사들이 가득하니까요.
390,social,test-en-social_111977470885664240,we parroted these references back and forth to one another with the assumption that most people would get it.,우리는 이런 대사를 사람들 대부분이 알아들으리라 가정하면서 서로 주고받곤 했다.,우리는 대부분의 사람들이 이해할 거라고 생각하며 이런 언급들을 서로 주고받았다.
391,social,test-en-social_111977470885664240,"these days, even when something goes viral on a massive scale, we can’t assume everyone has seen it.","요즘에는 무언가가 입소문을 타고 거대한 규모로 퍼지더라도, 누구나 그것을 보았다고 가정할 수 없다.","요즘은 아무리 크게 바이럴이 되더라도, 모두가 봤다고 생각할 수는 없어요."
392,social,test-en-social_111977470885664240,there is too much to focus on and no way to streamline it … will we ever escape the oversaturation?,집중해야 할 게 너무 많은데 효율적으로 해결할 방법이 없다 ... 이 과포화 상태에서 빠져나갈 수 있을까?,집중해야 할 것이 너무 많고 간소화할 방법이 없네요… 이 과포화 상태에서 벗어날 수 있을까요?
393,social,test-en-social_111977470885664240,we get trapped in cycles of discovering new media only to find out the artist is a predator or bigot.,우리가 새로운 미디어를 발견했다가 그 아티스트가 약자를 괴롭히거나 편견에 사로잡인 사람이라는 걸 알게 되는 상황이 반복된다.,"새로운 미디어를 발견하고 좋아하게 됐는데, 알고 보니 그 아티스트가 성범죄자거나 편견에 가득 찬 사람인 상황이 반복되는 것 같아요."
394,social,test-en-social_111977470885664240,we are forced to grapple with holding onto nostalgia while acknowledging that the people who created the art we connected with can be extremely flawed.,우리는 향수에 매달리는 문제를 해결하되 우리가 관계를 맺은 예술 창작자가 지극히 결함 많은 사람일 수도 있음을 받아들여야 한다.,"우리는 우리가 공감했던 예술을 창조한 사람들이 심각한 결점을 가질 수 있다는 것을 인정하면서도, 향수에 집착해야 하는 딜레마에 직면하게 됩니다."
395,social,test-en-social_111977470885664240,we step into parasocial relationships more gingerly.,우리는 준사회적 관계를 더 조심스럽게 시작한다.,우리는 조심스럽게 유사 사회적 관계에 발을 들여놓습니다.
396,social,test-en-social_111977470885664240,we understand that it is hard to get to these positions of wealth and power without stepping on others along the way.,이처럼 부와 권력의 자리에 오르기까지 다른 사람을 짓밟지 않기가 어렵다는 걸 우리는 안다.,부와 권력을 얻는 과정에서 다른 사람들을 밟고 올라서지 않고서는 힘들다는 것을 알고 있습니다.
397,social,test-en-social_111977470885664240,"in the absence of collective consciousness around media, we developed a level of class consciousness that helps us stay critical.","미디어에 관한 집단 의식이 형성되지 않은 상태에서 우리는 어느 정도의 집단 의식을 발전시켰고, 이는 우리가 비판적 시각을 유지하는 데 도움이 된다.","미디어에 대한 집단의식 부재 속에서, 우리는 비판적인 시각을 유지하는 데 도움이 되는 계급의식을 발전시켰습니다."
398,social,test-en-social_111977470885664240,some of us are still putting people on pedestals only to act shocked when they fall.,우리 중에는 아직도 사람들을 떠받들다가 그들이 실수하면 충격받은 것처럼 구는 이들이 있다.,우리는 여전히 누군가를 받들어 모시다가 그들이 무너지는 모습에 충격을 받곤 한다.
399,social,test-en-social_111977470885664240,we are in a period of flux and i am anxious to discover where we might settle.,이 유동적인 시대에 우리가 안착할 만한 곳을 찾을 수 있을지 걱정된다.,"격동의 시기를 겪고 있어서, 앞으로 어떻게 자리 잡을지 걱정되기도 하고 궁금하기도 합니다."
400,social,test-en-social_111977470885664240,@user11 Inclusion and safety should be the default.,@user11 포용과 안전은 기본 조건이 되어야 해.,포용과 안전이 기본이 되어야 합니다.
401,social,test-en-social_111977470885664240,@user12 @user11 inclusion and safety are always a good thing to prioritize.,@user12 @user11 포용과 안전은 항상 우선순위에 두어야 할 덕목이지.,@user12 @user11 포용과 안전은 항상 우선시되어야 하는 중요한 가치입니다.
402,social,test-en-social_111977470885664240,what default you are referring to?,네가 말하는 기본 조건이란 무슨 뜻이야?,어떤 기본 설정을 말씀하시는 건가요?
403,social,test-en-social_111977470885664240,"@user11 with the loss of shared experience due to an over saturation of content and the ever increasing polarization of our world, it’s so easy for bad actors to just ruin any chance of us getting together and enjoying things.",@user11 콘텐츠의 과포화로 공유 경험이 사라지고 이 세상의 양극화가 심해지는 가운데 우리가 함께 어울리고 즐길 기회를 말썽꾼들이 너무 쉽게 망치고 있어.,"@user11 콘텐츠 과포화와 세계의 양극화 심화로 공유 경험이 사라지면서, 불순한 의도를 가진 사람들이 우리가 함께 모여 즐거움을 누릴 기회를 망치는 게 너무 쉬워졌어요."
404,social,test-en-social_111977470885664240,"Sorry, should have clarified haha","더 명확하게 설명해야 하는데, 미안 하하","아, 오해의 소지가 있었네요. ㅎㅎ"
405,social,test-en-social_112121157211696272,"Running a business as a self-employed introverted creative and having a big heart for privacy shouldn't feel like a twist, but sometimes it is.",내성적이고 창의적인 자영업자로 사업체를 운영한다는 것 그리고 사생활에 대해 마음 씀씀이가 너그럽다는 것이 반전같은 느낌을 주지 말아야 하는데 때론 반전의 느낌이네요.,"자영업자이자 내성적인 성향의 크리에이터로서 개인정보 보호를 중시하며 사업을 운영하는 것이 힘들게 느껴져서는 안 되지만, 현실은 그렇지 않을 때가 있습니다."
406,social,test-en-social_112121157211696272,The majority of online resources and coaches tell you to work with big (and evil) tech using extrovert techniques.,온라인 리소스와 코치들 대다수가 외향적인 테크닉을 사용하여 (사악한) 빅테크와 함께 사업을 하라고 말합니다.,대부분의 온라인 자료와 코치들은 외향적인 기법을 활용하여 대형 (악덕) 기술 기업과 협력하라고 조언합니다.
407,social,test-en-social_112121157211696272,"Advertise here, follow the algorithm, share your personality.","여기에 광고하고, 알고리즘을 따라가고, 자신의 성격을 공유하라고 하죠.","여기에 광고하고, 알고리즘을 따르고, 당신의 개성을 공유하라고 말이죠."
408,social,test-en-social_112121157211696272,"Get a blue tick on that service, be available 24/7, answer inquiries with a video of yourself, respond immediately.","서비스에서 블루틱을 받고, 연중무휴 24시간 서비스를 제공하고, 자기 얼굴이 나오는 비디오를 찍어서 문의에 답하고, 즉시 답을 해주라고 합니다.","특정 서비스에서 인증 마크를 받고, 24시간 대기하고, 문의에 당신의 비디오로 답변하고, 즉시 응답하라고 합니다."
409,social,test-en-social_112121157211696272,It's a year of transition for me.,올해는 내겐 전환의 해입니다.,저에게는 과도기의 한 해입니다.
410,social,test-en-social_112121157211696272,"I don't want to feed Big Tech with money, data and my energy.","난 돈, 데이터, 내 에너지로 빅테크의 배를 채워주고 싶진 않습니다.","대기업에 돈과 데이터, 내 에너지를 쏟아붓고 싶지 않다."
411,social,test-en-social_112121157211696272,Or coaches who have their one extroverted solution that they apply to everyone.,또는 자신의 한 가지 외향적 솔루션을 모든 사람들에게 적용하는 코치들의 배도 채우고 싶지 않고요.,모두에게 똑같은 외향적인 해결책만 제시하는 코치들도 마찬가지다.
412,social,test-en-social_112121157211696272,"I'm exploring new ways of doing business, while fighting my long-held belief that you have to do things a certain way to be successful.",나는 사업을 운영하는 새로운 방식을 모색하고 있답니다. 성공하려면 이런 방식으로 운영해야 한다는 오랫동안 지켜온 내 신념과 싸우면서 말이죠.,성공하려면 정해진 방식대로 해야 한다는 오랜 고정관념과 싸우면서 새로운 사업 방식을 모색하고 있다.
413,social,test-en-social_112121157211696272,Wish me luck!,행운을 빌어 주세요!,행운을 빌어줘!
414,social,test-en-social_112121157211696272,First steps are already done.,첫 단계는 이미 완료했습니다.,첫 단계는 이미 완료되었습니다.
415,social,test-en-social_112121157211696272,"I quit FB, removed all Meta and Pinterest tracker from my website and killed my private WhatsApp account.",페이스북을 끊어버리고 모든 메타와 핀터레스트 트래커를 내 웹사이트에서 삭제해버렸죠. 개인 왓츠앱 계정도 없애 버렸어요.,"페이스북을 탈퇴하고, 웹사이트에서 모든 메타 및 핀터레스트 트래커를 삭제했으며, 개인 WhatsApp 계정도 해지했습니다."
416,social,test-en-social_112121157211696272,"I also removed the last external tracker, Google Analytics, from my website yesterday and it feels good.","뿐만 아니라 마지막 외부 트래커, 구글 애널리틱스도 어제 내 웹사이트에서 삭제해버렸는데 기분이 좋네요.","어제 웹사이트에서 마지막 외부 추적기인 구글 애널리틱스를 제거했는데, 속이 시원하네요."
417,social,test-en-social_112121157211696272,I recently subscribed to an European based CRM for better GDPR support and am moving my business over in the next weeks.,최근에 더 나은 GDPR 지원을 위해서 유럽 기반 CRM을 구독했고 앞으로 몇 주 안에 사업을 옮기려고 합니다.,"최근 GDPR 지원 강화를 위해 유럽 기반 CRM 서비스를 구독했고, 앞으로 몇 주 안에 사업을 이전할 예정입니다."
418,social,test-en-social_112121157211696272,"I transferred my MX to Proton and have now full SPF, DKIM and DMARC without having to pay Google for basic email validation.","내 MX를 프로톤으로 전송했고 이제 기본 이메일 승인을 받으려고 구글에 돈을 낼 필요없이 풀로 SPF, DKIM, DMARC를 갖추게 되었죠.","MX 레코드를 Proton으로 옮겼습니다. 이제 Google에 기본 이메일 유효성 검사 비용을 지불하지 않고도 SPF, DKIM, DMARC를 모두 완벽하게 설정했습니다."
419,social,test-en-social_112121157211696272,"@user2 As a photographer too, I'm really really glad to read your thread !",@user2 저도 사진 작가로서 님의 스레드를 읽게 되어 정말 정말 기뻐요!,@사용자2 사진작가로서 저도 정말 정말 님의 글을 읽고 기뻤습니다!
420,social,test-en-social_112121157211696272,"It's mentally not easy to disapear from commercial social medias, I know that.",상업용 소셜 미디어에서 사라져 버리는게 정신적으로 쉽진 않다는 걸 알고 있답니다.,상업적인 소셜 미디어에서 벗어나는 게 마음처럼 쉽지 않다는 거 잘 알고 있어요.
421,social,test-en-social_112121157211696272,But it will free your mind for so many things 🚀,하지만 많은 것들을 할 자유를 얻게 될 거예요. 🚀,하지만 그렇게 함으로써 더 많은 것들을 위해 마음의 여유를 찾을 수 있을 거예요 🚀
422,social,test-en-social_112121157211696272,"@user3 @user2 I'm so to read all this - well done, you!","@user3 @user2 저도 이것을 전부 다 읽었어요. 님, 잘하셨어요!",@user3 @user2 이 모든 걸 다 읽었다니 정말 대단해요! 잘했어요!
423,social,test-en-social_112121157211696272,I am about to be in a similar situation.,저도 곧 비슷한 상황에 처하게 될 것 같아요.,저도 비슷한 상황에 곧 처하게 될 것 같아요.
424,social,test-en-social_112121157211696272,"I will need a new website and am making a list of the accessibility and privacy requirements I want (so no Google Analytics, etc.) & investigating how to make using Signal standard for video call; it will mean a lot of client education! - but worth it, I think.",새로운 웹사이트가 필요 할테고 접근성 목록과 원하는 개인정보 보호 요건을 만드는 중이고 (구글 애널리틱스 같은 거 말고) 영상 전화를 위한 표준 신호 발생기를 사용하려면 어떻게 만들어야 하는지 조사 중이죠. 고객 교육이 아주 많이 있어야 하네요! 하지만 가치 있는 일이라고 생각해요.,"새 웹사이트가 필요해서 접근성 및 개인정보 보호 요구사항 목록을 작성하고 있는데 (구글 애널리틱스 등 사용 안 함) 시그널을 화상 통화의 기본 수단으로 사용하는 방법을 알아보고 있어요. 고객들에게 많은 설명이 필요하겠지만, 그럴 만한 가치가 있다고 생각해요."
425,social,test-en-social_112121157211696272,@user4 @user3 You can do it!,@user4 @user3 님은 할 수 있어요!,@user4 @user3 할 수 있어요!
426,social,test-en-social_112121157211696272,And I would be happy to share my insights with you.,제 인사이트를 님과 나눌 수 있다면 기쁘겠는데요.,제가 가진 정보도 기꺼이 공유해 드릴게요.
427,social,test-en-social_112121157211696272,Website: take a look at @user5.,웹사이트: @user5 좀 보세요.,@user5 웹사이트 한번 보세요.
428,social,test-en-social_112121157211696272,"It seems to be easy, looks great and is opensource.",간단할 거 같고 멋져 보이고 오픈 소스네요.,"쉬워 보이고, 디자인도 깔끔하고, 오픈소스예요."
429,social,test-en-social_112121157211696272,Will switch one of my sites before the next renewal.,다음 리뉴얼 전에는 내 사이트 중 하나도 바꾸려고요.,다음 갱신 전에 제 사이트 중 하나를 바꿔볼 생각입니다.
430,social,test-en-social_112121157211696272,Signal: Check out cal.com.,시그널: cal.com을 확인해 보세요.,cal.com을 확인해 보세요.
431,social,test-en-social_112121157211696272,"It's an opensource calendar service with integrations scheduling of video calls with Element call, JITSI, etc.","Element call, JITSI 등을 이용한 영상 통화의 통합 일정 예약이 있는 오픈 소스 캘린더 서비스입니다.","Element call, JITSI 등의 화상 통화 일정을 통합하여 제공하는 오픈소스 캘린더 서비스입니다."
432,social,test-en-social_112121157211696272,"They support Signal as well, but I haven't tested if it's text or video.",시그널도 지원하지만 텍스트인지 영상인지 테스트는 해보지 않았네요.,"Signal도 지원한다고 하는데, 문자 메시지인지 영상 통화인지는 아직 확인해보지 않았습니다."
433,social,test-en-social_112121157211696272,"I can recommend @user6. E2EE, decentralised, open source.","@user6를 추천합니다. E2EE, 분산형, 오픈 소스.","@user6님을 추천합니다. 종단간 암호화, 탈중앙화, 오픈 소스입니다."
434,social,test-en-social_112121157211696272,"@user2 @user3 @user5 @user6 Oooh, thank you *so* much!!","@user2 @user3 @user5 @user6 와우, *넘* 감사해요!! 정말 고맙습니다!! 🙏","@user2 @user3 @user5 @user6 어머, 정말 너무너무 감사합니다!! 진짜 고마워요!! 🙏"
435,social,test-en-social_112121157211696272,I really appreciate this!! 🙏,"와우, *넘* 감사해요!! 정말 고맙습니다!! 🙏","어머, 정말 너무너무 감사합니다!! 진짜 고마워요!! 🙏"
436,social,test-en-social_112121157211696272,@user4 @user3 @user5 @user6 feel free to reach out if you stumble upon any blocks.,@user4 @user3 @user5 @user6 문제가 생겼다면 편하게 연락하세요.,@user4 @user3 @user5 @user6 님 혹시라도 어려움에 부딪히시면 언제든 편하게 연락 주세요.
437,social,test-en-social_112121157211696272,Maybe we can solve those together,함께 문제들을 해결할 수 있겠죠.,함께 해결할 수 있을지도 모르니까요.
438,social,test-en-social_112121157211696272,@user2 Sure I will !,@user2 물론이죠!,"@사용자2 네, 알겠습니다!"
439,social,test-en-social_112121157211696272,"For now I use Nextcloud, for familial or pro it's a good general first step @user4 @user5 @user6",우선 Nextcloud를 쓰고 있어요. 패밀리나 프로로. 첫 시작으론 괜찮고 무난한 것 같아요. @user4 @user5 @user6,"네, 알겠습니다! 저는 현재 가족이나 업무용으로 Nextcloud를 사용하고 있는데, 처음 시작하기에 좋은 솔루션이라고 생각합니다. @user4 @user5 @user6"
440,social,test-en-social_112122127346453600,"A person is here to fix my kitchen floor, so I'm gonna pretend I still have a job and am wfh while editing Too Hot to Handle.","주방 바닥을 수리하러 온 사람이 있어요, 그래서 저는 아직 직업이 있고 재택근무하는 척 하면서 Too Hot to Handle을 편집하려 해요.","주방 바닥 수리하러 사람 와서, 나 아직 직장 다니는 척하고 재택근무하면서 투 핫 투 핸들 편집하는 척해야지."
441,social,test-en-social_112122127346453600,If I can get the file to fucking open. (Fuck One Drive.),파일을 열 수 있다면 말이죠 (망할 OneDrive).,이 망할 파일이 열리기만 한다면. (망할 원드라이브.)
442,social,test-en-social_112122127346453600,*hacker voice* I'm in.,*해커의 목소리로* 들어 왔어요.,(해커 목소리로) 들어왔다.
443,social,test-en-social_112122127346453600,And this is when he starts drilling Super Loud. Yay.,이제 엄청난 소음과 함께 드릴 작업을 시작하네요. 앗싸.,그리고 이때 그가 엄청 시끄럽게 드릴질을 시작하는 거예요. 야호.
444,social,test-en-social_112122127346453600,"It feels uncomfortably passive aggressive turning up my air purifier to max, but I can smell the wood dust, so it would be justified even if he weren't an anti-masker.","공기 청정기를 최대로 틀어 놓으면 불편하게 수동적 공격 성향을 드러내는 것 같지만, 나무 가루 날리는 냄새가 나요. 그러니 저 사람이 마스크 반대론자가 아니더라도 괜찮겠죠.","공기청정기 최대로 트는 거 은근히 시비 거는 것 같아 좀 껄끄럽긴 한데, 나무 먼지 냄새가 나서 걔가 노마스크족이 아니었어도 딱히 할 말 없을 것 같고."
445,social,test-en-social_112122127346453600,And I do actually need to protect myself??,그리고 진짜 나 자신을 보호해야 할까요?,그리고 나도 나름대로  자기 보호해야 하는 거 아닌가??
446,social,test-en-social_112122127346453600,"I really want to go back to bed, but I can't until he's gone.","다시 침대로 가고 싶지만, 그가 떠날 때까지는 어쩔 수 없죠.","진짜 다시 침대로 들어가고 싶은데, 그 사람이 가기 전까지는 안 되겠네."
447,social,test-en-social_112122127346453600,"On the plus side, chapter 4 is finally edited!","좋은 소식, 4장 편집이 끝났어요!",긍정적인 면에서는 4장 편집이 드디어 끝났습니다!
448,social,test-en-social_112122127346453600,"Chapter five is a long one, but so fucking angsty.","5장은 길지만, 정말 조마조마하네요.",5장은 엄청 기네. 근데 아주 찌통이야.
449,social,test-en-social_112122127346453600,"Yisssss, the good shit.","네, 좋아요.","크으으, 좋다."
450,social,test-en-social_112122127346453600,Doing find and replace on ... ➡️ ellipsis symbol and there are 54 in this chapter 😅,... ➡️ 말줄임 기호 찾기 및 바꾸기를 하고 있어요. 이 장에는 54개가 있네요 😅,"... 찾아 바꾸기를 하는 중인데, 이 장에만 54개나 있네요 😅"
451,social,test-en-social_112122127346453600,"But no, I stand by it.",하지만 이해해요.,"하지만 아니요, 저는 제 의견을 고수합니다."
452,social,test-en-social_112122127346453600,"Most natural speech is broken up, especially when people get emotional.","자연스러운 말은 대부분, 특히 감정적일 될 때 끊어지곤 하니까요.","대부분의 자연스러운 말하기는, 특히 사람들이 감정적일 때, 끊어지기 마련입니다."
453,social,test-en-social_112122127346453600,"Floor repair person is doing a vacuum, so hopefully that means he's finishing up.","바닥 수리 기사가 진공 청소기를 돌리고 있네요, 마무리하는 것이면 좋겠는데요.",바닥 수리하시는 분이 청소기 돌리시는 걸 보니 이제 거의 다 끝나가나 봐요.
454,social,test-en-social_112122127346453600,He went outside to (from the sound of things) cut something up.,(들리는 소리로 판단컨대) 그는 뭔가를 자르려고 밖으로 나갔어요.,"뭔가 자르는 소리가 나서 밖에 나가 봤더니,  진짜 뭘 자르고 있더라고."
455,social,test-en-social_112122127346453600,So I sneaked a peak on progress.,"진행 상황이 어떤지 살짝 봤는데,",그래서 몰래 슬쩍 봤는데…
456,social,test-en-social_112122127346453600,Still a long way to go :(,끝나려면 멀었네요 :(,아직 한참 멀었네 :(
457,social,test-en-social_112122127346453600,7 pages left in chapter five.,5장은 7페이지 남았습니다.,5장 7페이지 남았다.
458,social,test-en-social_112122127346453600,Still my fave chapter and it's in pretty good shape - mostly typesetting changes and very minor edits for active voice and conciseness.,"지금까지는 가장 마음에 드는 장이고 상태도 꽤 괜찮아요. 대부분 조판 변경 사항이고, 능동태로 바꾸고 간결하게 만드는 매우 소소한 수정만 하면 되네요.","여전히 제일 좋아하는 장인데, 상태도 꽤 괜찮다. 대부분 조판 수정하고 능동태랑 간결하게 다듬는 정도?"
459,social,test-en-social_112122127346453600,But I could really do with a break and a cuppa and the dude is still doing things to my kitchen.,"하지만 휴식과 커피 한 잔이 간절한데, 저 사람은 아직도 주방에서 작업 중이에요.","근데 진짜 좀 쉬면서 차 한잔 마시고 싶은데, 우리 집 주방은 아직도 공사 중이다."
